il,bolge,year,scenario,scenario_label,tarim_skoru,skor_ust,skor_alt,yagis_proj,ndvi_proj,hassasiyet
Kırıkkale,İç Anadolu,2034,orta_ssp245,Orta (SSP2-4.5),2.5194,2.8469,2.1919,331.0,0.1992,1.3
Kırıkkale,İç Anadolu,2035,orta_ssp245,Orta (SSP2-4.5),2.509,2.8552,2.1627,328.9,0.1972,1.3
Kırıkkale,İç Anadolu,2036,orta_ssp245,Orta (SSP2-4.5),2.496,2.8604,2.1316,326.8,0.1952,1.3
Kırıkkale,İç Anadolu,2037,orta_ssp245,Orta (SSP2-4.5),2.4827,2.865,2.1003,324.7,0.1932,1.3
Kırıkkale,İç Anadolu,2038,orta_ssp245,Orta (SSP2-4.5),2.4694,2.8694,2.0693,322.5,0.1912,1.3
Kırıkkale,İç Anadolu,2039,orta_ssp245,Orta (SSP2-4.5),2.4561,2.8736,2.0386,320.4,0.1892,1.3
Kırıkkale,İç Anadolu,2040,orta_ssp245,Orta (SSP2-4.5),2.4429,2.8777,2.008,318.3,0.1872,1.3
Kırıkkale,İç Anadolu,2041,orta_ssp245,Orta (SSP2-4.5),2.4296,2.8816,1.9777,316.2,0.1852,1.3
Kırıkkale,İç Anadolu,2042,orta_ssp245,Orta (SSP2-4.5),2.4165,2.8852,1.9477,314.1,0.1832,1.3
Kırıkkale,İç Anadolu,2043,orta_ssp245,Orta (SSP2-4.5),2.4033,2.8888,1.9178,312.0,0.1812,1.3
Kırıkkale,İç Anadolu,2044,orta_ssp245,Orta (SSP2-4.5),2.3901,2.8921,1.8882,309.9,0.1792,1.3
Kırıkkale,İç Anadolu,2045,orta_ssp245,Orta (SSP2-4.5),2.377,2.8952,1.8588,307.8,0.1772,1.3
Kırıkkale,İç Anadolu,2046,orta_ssp245,Orta (SSP2-4.5),2.3639,2.8982,1.8297,305.6,0.1752,1.3
Kırıkkale,İç Anadolu,2047,orta_ssp245,Orta (SSP2-4.5),2.3509,2.901,1.8008,303.5,0.1732,1.3
Kırıkkale,İç Anadolu,2048,orta_ssp245,Orta (SSP2-4.5),2.3378,2.9036,1.7721,301.4,0.1712,1.3
Kırıkkale,İç Anadolu,2049,orta_ssp245,Orta (SSP2-4.5),2.3248,2.906,1.7436,299.3,0.1692,1.3
Kırıkkale,İç Anadolu,2050,orta_ssp245,Orta (SSP2-4.5),2.2097,2.7798,1.6396,297.2,0.1672,1.3
Kırıkkale,İç Anadolu,2025,kotumser_ssp585,Kötümser (SSP5-8.5),2.6703,2.8251,2.5154,347.9,0.2152,1.3
Kırıkkale,İç Anadolu,2026,kotumser_ssp585,Kötümser (SSP5-8.5),2.6703,2.8465,2.494,343.7,0.2112,1.3
Kırıkkale,İç Anadolu,2027,kotumser_ssp585,Kötümser (SSP5-8.5),2.6703,2.8679,2.4727,339.4,0.2072,1.3
Kırıkkale,İç Anadolu,2028,kotumser_ssp585,Kötümser (SSP5-8.5),2.6703,2.8892,2.4513,335.2,0.2032,1.3
Kırıkkale,İç Anadolu,2029,kotumser_ssp585,Kötümser (SSP5-8.5),2.5194,2.7461,2.2927,331.0,0.1992,1.3
Kırıkkale,İç Anadolu,2030,kotumser_ssp585,Kötümser (SSP5-8.5),2.4986,2.7434,2.2537,326.8,0.1952,1.3
Kırıkkale,İç Anadolu,2031,kotumser_ssp585,Kötümser (SSP5-8.5),2.4739,2.7361,2.2117,322.5,0.1912,1.3
Kırıkkale,İç Anadolu,2032,kotumser_ssp585,Kötümser (SSP5-8.5),2.448,2.727,2.1689,318.3,0.1872,1.3
Kırıkkale,İç Anadolu,2033,kotumser_ssp585,Kötümser (SSP5-8.5),2.4222,2.7177,2.1267,314.1,0.1832,1.3
Kırıkkale,İç Anadolu,2034,kotumser_ssp585,Kötümser (SSP5-8.5),2.3964,2.708,2.0849,309.9,0.1792,1.3
Kırıkkale,İç Anadolu,2035,kotumser_ssp585,Kötümser (SSP5-8.5),2.3708,2.6979,2.0436,305.6,0.1752,1.3
Kırıkkale,İç Anadolu,2036,kotumser_ssp585,Kötümser (SSP5-8.5),2.3452,2.6876,2.0028,301.4,0.1712,1.3
Kırıkkale,İç Anadolu,2037,kotumser_ssp585,Kötümser (SSP5-8.5),2.2173,2.5588,1.8759,297.2,0.1672,1.3
Kırıkkale,İç Anadolu,2038,kotumser_ssp585,Kötümser (SSP5-8.5),2.1717,2.5235,1.8199,293.0,0.1632,1.3
Kırıkkale,İç Anadolu,2039,kotumser_ssp585,Kötümser (SSP5-8.5),2.1262,2.4876,1.7647,288.7,0.1592,1.3
Kırıkkale,İç Anadolu,2040,kotumser_ssp585,Kötümser (SSP5-8.5),2.0809,2.4513,1.7105,284.5,0.1552,1.3
Kırıkkale,İç Anadolu,2041,kotumser_ssp585,Kötümser (SSP5-8.5),2.0357,2.4144,1.6571,280.3,0.1512,1.3
Kırıkkale,İç Anadolu,2042,kotumser_ssp585,Kötümser (SSP5-8.5),1.9908,2.377,1.6045,276.1,0.1472,1.3
Kırıkkale,İç Anadolu,2043,kotumser_ssp585,Kötümser (SSP5-8.5),1.946,2.339,1.5529,271.8,0.1432,1.3
Kırıkkale,İç Anadolu,2044,kotumser_ssp585,Kötümser (SSP5-8.5),1.9013,2.3006,1.5021,267.6,0.1392,1.3
Kırıkkale,İç Anadolu,2045,kotumser_ssp585,Kötümser (SSP5-8.5),1.8569,2.2617,1.4521,263.4,0.1352,1.3
Kırıkkale,İç Anadolu,2046,kotumser_ssp585,Kötümser (SSP5-8.5),1.8126,2.2223,1.403,259.2,0.1312,1.3
Kırıkkale,İç Anadolu,2047,kotumser_ssp585,Kötümser (SSP5-8.5),1.7685,2.1823,1.3547,254.9,0.1272,1.3
Kırıkkale,İç Anadolu,2048,kotumser_ssp585,Kötümser (SSP5-8.5),1.7246,2.1419,1.3072,250.7,0.1232,1.3
Kırıkkale,İç Anadolu,2049,kotumser_ssp585,Kötümser (SSP5-8.5),1.6808,2.101,1.2606,246.5,0.1192,1.3
Kırıkkale,İç Anadolu,2050,kotumser_ssp585,Kötümser (SSP5-8.5),1.6372,2.0596,1.2148,242.3,0.1152,1.3
Aksaray,İç Anadolu,2025,optimist_ssp126,İyimser (SSP1-2.6),2.6489,2.8025,2.4953,379.1,0.2027,1.3
Aksaray,İç Anadolu,2026,optimist_ssp126,İyimser (SSP1-2.6),2.6489,2.8237,2.4741,377.9,0.2017,1.3
Aksaray,İç Anadolu,2027,optimist_ssp126,İyimser (SSP1-2.6),2.6489,2.8449,2.4529,376.8,0.2007,1.3
Aksaray,İç Anadolu,2028,optimist_ssp126,İyimser (SSP1-2.6),2.6489,2.8661,2.4317,375.6,0.1997,1.3
Aksaray,İç Anadolu,2029,optimist_ssp126,İyimser (SSP1-2.6),2.6489,2.8873,2.4105,374.5,0.1987,1.3
Aksaray,İç Anadolu,2030,optimist_ssp126,İyimser (SSP1-2.6),2.6489,2.9085,2.3893,373.4,0.1977,1.3
Aksaray,İç Anadolu,2031,optimist_ssp126,İyimser (SSP1-2.6),2.6489,2.9297,2.3681,372.2,0.1967,1.3
Aksaray,İç Anadolu,2032,optimist_ssp126,İyimser (SSP1-2.6),2.6489,2.9509,2.3469,371.1,0.1957,1.3
Aksaray,İç Anadolu,2033,optimist_ssp126,İyimser (SSP1-2.6),2.6489,2.9721,2.3257,369.9,0.1947,1.3
Aksaray,İç Anadolu,2034,optimist_ssp126,İyimser (SSP1-2.6),2.6489,2.9932,2.3045,368.8,0.1937,1.3
Aksaray,İç Anadolu,2035,optimist_ssp126,İyimser (SSP1-2.6),2.6489,3.0144,2.2833,367.7,0.1927,1.3
Aksaray,İç Anadolu,2036,optimist_ssp126,İyimser (SSP1-2.6),2.6489,3.0356,2.2621,366.5,0.1917,1.3
Aksaray,İç Anadolu,2037,optimist_ssp126,İyimser (SSP1-2.6),2.6489,3.0568,2.241,365.4,0.1907,1.3
Aksaray,İç Anadolu,2038,optimist_ssp126,İyimser (SSP1-2.6),2.6489,3.078,2.2198,364.2,0.1897,1.3
Aksaray,İç Anadolu,2039,optimist_ssp126,İyimser (SSP1-2.6),2.6489,3.0992,2.1986,363.1,0.1887,1.3
Aksaray,İç Anadolu,2040,optimist_ssp126,İyimser (SSP1-2.6),2.6489,3.1204,2.1774,362.0,0.1877,1.3
Aksaray,İç Anadolu,2041,optimist_ssp126,İyimser (SSP1-2.6),2.5147,2.9825,2.047,360.8,0.1867,1.3
Aksaray,İç Anadolu,2042,optimist_ssp126,İyimser (SSP1-2.6),2.5096,2.9964,2.0227,359.7,0.1857,1.3
Aksaray,İç Anadolu,2043,optimist_ssp126,İyimser (SSP1-2.6),2.5044,3.0103,1.9985,358.5,0.1847,1.3
Aksaray,İç Anadolu,2044,optimist_ssp126,İyimser (SSP1-2.6),2.4992,3.0241,1.9744,357.4,0.1837,1.3
Aksaray,İç Anadolu,2045,optimist_ssp126,İyimser (SSP1-2.6),2.4924,3.0358,1.9491,356.2,0.1827,1.3
Aksaray,İç Anadolu,2046,optimist_ssp126,İyimser (SSP1-2.6),2.4857,3.0474,1.9239,355.1,0.1817,1.3
Aksaray,İç Anadolu,2047,optimist_ssp126,İyimser (SSP1-2.6),2.4789,3.0589,1.8988,354.0,0.1807,1.3
Aksaray,İç Anadolu,2048,optimist_ssp126,İyimser (SSP1-2.6),2.4721,3.0704,1.8739,352.8,0.1797,1.3
Aksaray,İç Anadolu,2049,optimist_ssp126,İyimser (SSP1-2.6),2.4654,3.0817,1.849,351.7,0.1787,1.3
Aksaray,İç Anadolu,2050,optimist_ssp126,İyimser (SSP1-2.6),2.4586,3.0929,1.8243,350.5,0.1777,1.3
Aksaray,İç Anadolu,2025,orta_ssp245,Orta (SSP2-4.5),2.6489,2.8025,2.4953,377.9,0.2017,1.3
Aksaray,İç Anadolu,2026,orta_ssp245,Orta (SSP2-4.5),2.6489,2.8237,2.4741,375.6,0.1997,1.3
Aksaray,İç Anadolu,2027,orta_ssp245,Orta (SSP2-4.5),2.6489,2.8449,2.4529,373.4,0.1977,1.3
Aksaray,İç Anadolu,2028,orta_ssp245,Orta (SSP2-4.5),2.6489,2.8661,2.4317,371.1,0.1957,1.3
Aksaray,İç Anadolu,2029,orta_ssp245,Orta (SSP2-4.5),2.6489,2.8873,2.4105,368.8,0.1937,1.3
Aksaray,İç Anadolu,2030,orta_ssp245,Orta (SSP2-4.5),2.6489,2.9085,2.3893,366.5,0.1917,1.3
Aksaray,İç Anadolu,2031,orta_ssp245,Orta (SSP2-4.5),2.6489,2.9297,2.3681,364.2,0.1897,1.3
Aksaray,İç Anadolu,2032,orta_ssp245,Orta (SSP2-4.5),2.6489,2.9509,2.3469,362.0,0.1877,1.3
Aksaray,İç Anadolu,2033,orta_ssp245,Orta (SSP2-4.5),2.5096,2.8157,2.2034,359.7,0.1857,1.3
Aksaray,İç Anadolu,2034,orta_ssp245,Orta (SSP2-4.5),2.4992,2.8241,2.1743,357.4,0.1837,1.3
Aksaray,İç Anadolu,2035,orta_ssp245,Orta (SSP2-4.5),2.4889,2.8324,2.1454,355.1,0.1817,1.3
Aksaray,İç Anadolu,2036,orta_ssp245,Orta (SSP2-4.5),2.476,2.8375,2.1145,352.8,0.1797,1.3
Aksaray,İç Anadolu,2037,orta_ssp245,Orta (SSP2-4.5),2.4628,2.842,2.0835,350.5,0.1777,1.3
Aksaray,İç Anadolu,2038,orta_ssp245,Orta (SSP2-4.5),2.4496,2.8464,2.0528,348.3,0.1757,1.3
Aksaray,İç Anadolu,2039,orta_ssp245,Orta (SSP2-4.5),2.4364,2.8506,2.0222,346.0,0.1737,1.3
Aksaray,İç Anadolu,2040,orta_ssp245,Orta (SSP2-4.5),2.4233,2.8546,1.992,343.7,0.1717,1.3
Aksaray,İç Anadolu,2041,orta_ssp245,Orta (SSP2-4.5),2.4102,2.8585,1.9619,341.4,0.1697,1.3
Aksaray,İç Anadolu,2042,orta_ssp245,Orta (SSP2-4.5),2.3971,2.8621,1.9321,339.1,0.1677,1.3
Aksaray,İç Anadolu,2043,orta_ssp245,Orta (SSP2-4.5),2.384,2.8656,1.9025,336.9,0.1657,1.3
Aksaray,İç Anadolu,2044,orta_ssp245,Orta (SSP2-4.5),2.371,2.8689,1.8731,334.6,0.1637,1.3
Aksaray,İç Anadolu,2045,orta_ssp245,Orta (SSP2-4.5),2.358,2.872,1.8439,332.3,0.1617,1.3
Aksaray,İç Anadolu,2046,orta_ssp245,Orta (SSP2-4.5),2.345,2.875,1.815,330.0,0.1597,1.3
Aksaray,İç Anadolu,2047,orta_ssp245,Orta (SSP2-4.5),2.332,2.8777,1.7863,327.7,0.1577,1.3
Aksaray,İç Anadolu,2048,orta_ssp245,Orta (SSP2-4.5),2.3191,2.8803,1.7579,325.5,0.1557,1.3
Aksaray,İç Anadolu,2049,orta_ssp245,Orta (SSP2-4.5),2.215,2.7687,1.6612,323.2,0.1537,1.3
Aksaray,İç Anadolu,2050,orta_ssp245,Orta (SSP2-4.5),2.192,2.7576,1.6265,320.9,0.1517,1.3
Aksaray,İç Anadolu,2025,kotumser_ssp585,Kötümser (SSP5-8.5),2.6489,2.8025,2.4953,375.6,0.1997,1.3
Aksaray,İç Anadolu,2026,kotumser_ssp585,Kötümser (SSP5-8.5),2.6489,2.8237,2.4741,371.1,0.1957,1.3
Aksaray,İç Anadolu,2027,kotumser_ssp585,Kötümser (SSP5-8.5),2.6489,2.8449,2.4529,366.5,0.1917,1.3
Aksaray,İç Anadolu,2028,kotumser_ssp585,Kötümser (SSP5-8.5),2.6489,2.8661,2.4317,362.0,0.1877,1.3
Aksaray,İç Anadolu,2029,kotumser_ssp585,Kötümser (SSP5-8.5),2.4992,2.7242,2.2743,357.4,0.1837,1.3
Aksaray,İç Anadolu,2030,kotumser_ssp585,Kötümser (SSP5-8.5),2.4786,2.7215,2.2357,352.8,0.1797,1.3
Aksaray,İç Anadolu,2031,kotumser_ssp585,Kötümser (SSP5-8.5),2.4541,2.7142,2.1939,348.3,0.1757,1.3
Aksaray,İç Anadolu,2032,kotumser_ssp585,Kötümser (SSP5-8.5),2.4284,2.7052,2.1515,343.7,0.1717,1.3
Aksaray,İç Anadolu,2033,kotumser_ssp585,Kötümser (SSP5-8.5),2.4028,2.6959,2.1096,339.1,0.1677,1.3
Aksaray,İç Anadolu,2034,kotumser_ssp585,Kötümser (SSP5-8.5),2.3772,2.6863,2.0682,334.6,0.1637,1.3
Aksaray,İç Anadolu,2035,kotumser_ssp585,Kötümser (SSP5-8.5),2.3518,2.6763,2.0272,330.0,0.1597,1.3
Aksaray,İç Anadolu,2036,kotumser_ssp585,Kötümser (SSP5-8.5),2.3264,2.6661,1.9868,325.5,0.1557,1.3
Aksaray,İç Anadolu,2037,kotumser_ssp585,Kötümser (SSP5-8.5),2.1996,2.5383,1.8608,320.9,0.1517,1.3
Aksaray,İç Anadolu,2038,kotumser_ssp585,Kötümser (SSP5-8.5),2.1543,2.5033,1.8053,316.3,0.1477,1.3
Aksaray,İç Anadolu,2039,kotumser_ssp585,Kötümser (SSP5-8.5),2.1091,2.4677,1.7506,311.8,0.1437,1.3
Aksaray,İç Anadolu,2040,kotumser_ssp585,Kötümser (SSP5-8.5),2.0642,2.4316,1.6968,307.2,0.1397,1.3
Aksaray,İç Anadolu,2041,kotumser_ssp585,Kötümser (SSP5-8.5),2.0194,2.395,1.6438,302.6,0.1357,1.3
Aksaray,İç Anadolu,2042,kotumser_ssp585,Kötümser (SSP5-8.5),1.9748,2.3579,1.5917,298.1,0.1317,1.3
Aksaray,İç Anadolu,2043,kotumser_ssp585,Kötümser (SSP5-8.5),1.9304,2.3203,1.5404,293.5,0.1277,1.3
Aksaray,İç Anadolu,2044,kotumser_ssp585,Kötümser (SSP5-8.5),1.8861,2.2822,1.49,289.0,0.1237,1.3
Aksaray,İç Anadolu,2045,kotumser_ssp585,Kötümser (SSP5-8.5),1.842,2.2436,1.4405,284.4,0.1197,1.3
Aksaray,İç Anadolu,2046,kotumser_ssp585,Kötümser (SSP5-8.5),1.7981,2.2045,1.3917,279.8,0.1157,1.3
Aksaray,İç Anadolu,2047,kotumser_ssp585,Kötümser (SSP5-8.5),1.7543,2.1649,1.3438,275.3,0.1117,1.3
Aksaray,İç Anadolu,2048,kotumser_ssp585,Kötümser (SSP5-8.5),1.7108,2.1248,1.2968,270.7,0.1077,1.3
Aksaray,İç Anadolu,2049,kotumser_ssp585,Kötümser (SSP5-8.5),1.6674,2.0842,1.2505,266.1,0.1037,1.3
Aksaray,İç Anadolu,2050,kotumser_ssp585,Kötümser (SSP5-8.5),1.6241,2.0431,1.2051,261.6,0.0997,1.3
Yalova,Marmara,2025,optimist_ssp126,İyimser (SSP1-2.6),2.6426,2.7959,2.4893,868.8,0.2591,0.8
Yalova,Marmara,2026,optimist_ssp126,İyimser (SSP1-2.6),2.6426,2.817,2.4682,866.2,0.2581,0.8
Yalova,Marmara,2027,optimist_ssp126,İyimser (SSP1-2.6),2.6426,2.8381,2.447,863.6,0.2571,0.8
Yalova,Marmara,2028,optimist_ssp126,İyimser (SSP1-2.6),2.6426,2.8593,2.4259,861.0,0.2561,0.8
Yalova,Marmara,2029,optimist_ssp126,İyimser (SSP1-2.6),2.6426,2.8804,2.4047,858.3,0.2551,0.8
Yalova,Marmara,2030,optimist_ssp126,İyimser (SSP1-2.6),2.6426,2.9016,2.3836,855.7,0.2541,0.8
Yalova,Marmara,2031,optimist_ssp126,İyimser (SSP1-2.6),2.6426,2.9227,2.3625,853.1,0.2531,0.8
Yalova,Marmara,2032,optimist_ssp126,İyimser (SSP1-2.6),2.6426,2.9438,2.3413,850.5,0.2521,0.8
Yalova,Marmara,2033,optimist_ssp126,İyimser (SSP1-2.6),2.6426,2.965,2.3202,847.9,0.2511,0.8
Yalova,Marmara,2034,optimist_ssp126,İyimser (SSP1-2.6),2.6426,2.9861,2.299,845.3,0.2501,0.8
Yalova,Marmara,2035,optimist_ssp126,İyimser (SSP1-2.6),2.6426,3.0073,2.2779,842.7,0.2491,0.8
Yalova,Marmara,2036,optimist_ssp126,İyimser (SSP1-2.6),2.6426,3.0284,2.2568,840.0,0.2481,0.8
Yalova,Marmara,2037,optimist_ssp126,İyimser (SSP1-2.6),2.6426,3.0495,2.2356,837.4,0.2471,0.8
Yalova,Marmara,2038,optimist_ssp126,İyimser (SSP1-2.6),2.6426,3.0707,2.2145,834.8,0.2461,0.8
Yalova,Marmara,2039,optimist_ssp126,İyimser (SSP1-2.6),2.6426,3.0918,2.1933,832.2,0.2451,0.8
Yalova,Marmara,2040,optimist_ssp126,İyimser (SSP1-2.6),2.6426,3.113,2.1722,829.6,0.2441,0.8
Yalova,Marmara,2041,optimist_ssp126,İyimser (SSP1-2.6),2.5094,2.9761,2.0426,827.0,0.2431,0.8
Yalova,Marmara,2042,optimist_ssp126,İyimser (SSP1-2.6),2.5062,2.9924,2.02,824.4,0.2421,0.8
Yalova,Marmara,2043,optimist_ssp126,İyimser (SSP1-2.6),2.5031,3.0087,1.9974,821.7,0.2411,0.8
Yalova,Marmara,2044,optimist_ssp126,İyimser (SSP1-2.6),2.4999,3.0249,1.9749,819.1,0.2401,0.8
Yalova,Marmara,2045,optimist_ssp126,İyimser (SSP1-2.6),2.4957,3.0398,1.9516,816.5,0.2391,0.8
Yalova,Marmara,2046,optimist_ssp126,İyimser (SSP1-2.6),2.4915,3.0546,1.9285,813.9,0.2381,0.8
Yalova,Marmara,2047,optimist_ssp126,İyimser (SSP1-2.6),2.4874,3.0694,1.9053,811.3,0.2371,0.8
Yalova,Marmara,2048,optimist_ssp126,İyimser (SSP1-2.6),2.4832,3.0842,1.8823,808.7,0.2361,0.8
Yalova,Marmara,2049,optimist_ssp126,İyimser (SSP1-2.6),2.4791,3.0988,1.8593,806.1,0.2351,0.8
Yalova,Marmara,2050,optimist_ssp126,İyimser (SSP1-2.6),2.4749,3.1134,1.8364,803.4,0.2341,0.8
Yalova,Marmara,2025,orta_ssp245,Orta (SSP2-4.5),2.6426,2.7959,2.4893,866.2,0.2581,0.8
Yalova,Marmara,2026,orta_ssp245,Orta (SSP2-4.5),2.6426,2.817,2.4682,861.0,0.2561,0.8
Yalova,Marmara,2027,orta_ssp245,Orta (SSP2-4.5),2.6426,2.8381,2.447,855.7,0.2541,0.8
Yalova,Marmara,2028,orta_ssp245,Orta (SSP2-4.5),2.6426,2.8593,2.4259,850.5,0.2521,0.8
Yalova,Marmara,2029,orta_ssp245,Orta (SSP2-4.5),2.6426,2.8804,2.4047,845.3,0.2501,0.8
Yalova,Marmara,2030,orta_ssp245,Orta (SSP2-4.5),2.6426,2.9016,2.3836,840.0,0.2481,0.8
Yalova,Marmara,2031,orta_ssp245,Orta (SSP2-4.5),2.6426,2.9227,2.3625,834.8,0.2461,0.8
Yalova,Marmara,2032,orta_ssp245,Orta (SSP2-4.5),2.6426,2.9438,2.3413,829.6,0.2441,0.8
Yalova,Marmara,2033,orta_ssp245,Orta (SSP2-4.5),2.5062,2.812,2.2005,824.4,0.2421,0.8
Yalova,Marmara,2034,orta_ssp245,Orta (SSP2-4.5),2.4999,2.8249,2.1749,819.1,0.2401,0.8
Yalova,Marmara,2035,orta_ssp245,Orta (SSP2-4.5),2.4935,2.8376,2.1494,813.9,0.2381,0.8
Yalova,Marmara,2036,orta_ssp245,Orta (SSP2-4.5),2.4856,2.8485,2.1227,808.7,0.2361,0.8
Yalova,Marmara,2037,orta_ssp245,Orta (SSP2-4.5),2.4775,2.859,2.0959,803.4,0.2341,0.8
Yalova,Marmara,2038,orta_ssp245,Orta (SSP2-4.5),2.4694,2.8694,2.0693,798.2,0.2321,0.8
Yalova,Marmara,2039,orta_ssp245,Orta (SSP2-4.5),2.4613,2.8797,2.0428,793.0,0.2301,0.8
Yalova,Marmara,2040,orta_ssp245,Orta (SSP2-4.5),2.4532,2.8898,2.0165,787.8,0.2281,0.8
Yalova,Marmara,2041,orta_ssp245,Orta (SSP2-4.5),2.4451,2.8999,1.9903,782.5,0.2261,0.8
Yalova,Marmara,2042,orta_ssp245,Orta (SSP2-4.5),2.437,2.9098,1.9642,777.3,0.2241,0.8
Yalova,Marmara,2043,orta_ssp245,Orta (SSP2-4.5),2.4289,2.9196,1.9383,772.1,0.2221,0.8
Yalova,Marmara,2044,orta_ssp245,Orta (SSP2-4.5),2.4209,2.9292,1.9125,766.8,0.2201,0.8
Yalova,Marmara,2045,orta_ssp245,Orta (SSP2-4.5),2.4128,2.9388,1.8868,761.6,0.2181,0.8
Yalova,Marmara,2046,orta_ssp245,Orta (SSP2-4.5),2.4048,2.9483,1.8613,756.4,0.2161,0.8
Yalova,Marmara,2047,orta_ssp245,Orta (SSP2-4.5),2.3967,2.9576,1.8359,751.2,0.2141,0.8
Yalova,Marmara,2048,orta_ssp245,Orta (SSP2-4.5),2.3887,2.9668,1.8106,745.9,0.2121,0.8
Yalova,Marmara,2049,orta_ssp245,Orta (SSP2-4.5),2.2237,2.7797,1.6678,740.7,0.2101,0.8
Yalova,Marmara,2050,orta_ssp245,Orta (SSP2-4.5),2.2096,2.7796,1.6395,735.5,0.2081,0.8
Yalova,Marmara,2025,kotumser_ssp585,Kötümser (SSP5-8.5),2.6426,2.7959,2.4893,861.0,0.2561,0.8
Yalova,Marmara,2026,kotumser_ssp585,Kötümser (SSP5-8.5),2.6426,2.817,2.4682,850.5,0.2521,0.8
Yalova,Marmara,2027,kotumser_ssp585,Kötümser (SSP5-8.5),2.6426,2.8381,2.447,840.0,0.2481,0.8
Yalova,Marmara,2028,kotumser_ssp585,Kötümser (SSP5-8.5),2.6426,2.8593,2.4259,829.6,0.2441,0.8
Yalova,Marmara,2029,kotumser_ssp585,Kötümser (SSP5-8.5),2.4999,2.7249,2.2749,819.1,0.2401,0.8
Yalova,Marmara,2030,kotumser_ssp585,Kötümser (SSP5-8.5),2.4872,2.7309,2.2435,808.7,0.2361,0.8
Yalova,Marmara,2031,kotumser_ssp585,Kötümser (SSP5-8.5),2.4721,2.7342,2.2101,798.2,0.2321,0.8
Yalova,Marmara,2032,kotumser_ssp585,Kötümser (SSP5-8.5),2.4563,2.7363,2.1763,787.8,0.2281,0.8
Yalova,Marmara,2033,kotumser_ssp585,Kötümser (SSP5-8.5),2.4405,2.7383,2.1428,777.3,0.2241,0.8
Yalova,Marmara,2034,kotumser_ssp585,Kötümser (SSP5-8.5),2.4248,2.74,2.1095,766.8,0.2201,0.8
Yalova,Marmara,2035,kotumser_ssp585,Kötümser (SSP5-8.5),2.409,2.7415,2.0766,756.4,0.2161,0.8
Yalova,Marmara,2036,kotumser_ssp585,Kötümser (SSP5-8.5),2.3933,2.7428,2.0439,745.9,0.2121,0.8
Yalova,Marmara,2037,kotumser_ssp585,Kötümser (SSP5-8.5),2.2142,2.5552,1.8732,735.5,0.2081,0.8
Yalova,Marmara,2038,kotumser_ssp585,Kötümser (SSP5-8.5),2.1862,2.5404,1.8321,725.0,0.2041,0.8
Yalova,Marmara,2039,kotumser_ssp585,Kötümser (SSP5-8.5),2.1583,2.5252,1.7914,714.6,0.2001,0.8
Yalova,Marmara,2040,kotumser_ssp585,Kötümser (SSP5-8.5),2.1305,2.5097,1.7513,704.1,0.1961,0.8
Yalova,Marmara,2041,kotumser_ssp585,Kötümser (SSP5-8.5),2.1027,2.4938,1.7116,693.7,0.1921,0.8
Yalova,Marmara,2042,kotumser_ssp585,Kötümser (SSP5-8.5),2.075,2.4775,1.6724,683.2,0.1881,0.8
Yalova,Marmara,2043,kotumser_ssp585,Kötümser (SSP5-8.5),2.0473,2.4609,1.6338,672.7,0.1841,0.8
Yalova,Marmara,2044,kotumser_ssp585,Kötümser (SSP5-8.5),2.0197,2.4439,1.5956,662.3,0.1801,0.8
Yalova,Marmara,2045,kotumser_ssp585,Kötümser (SSP5-8.5),1.9922,2.4265,1.5579,651.8,0.1761,0.8
Yalova,Marmara,2046,kotumser_ssp585,Kötümser (SSP5-8.5),1.9648,2.4088,1.5207,641.4,0.1721,0.8
Yalova,Marmara,2047,kotumser_ssp585,Kötümser (SSP5-8.5),1.9374,2.3907,1.484,630.9,0.1681,0.8
Yalova,Marmara,2048,kotumser_ssp585,Kötümser (SSP5-8.5),1.91,2.3723,1.4478,620.5,0.1641,0.8
Yalova,Marmara,2049,kotumser_ssp585,Kötümser (SSP5-8.5),1.8828,2.3535,1.4121,610.0,0.1601,0.8
Yalova,Marmara,2050,kotumser_ssp585,Kötümser (SSP5-8.5),1.8556,2.3343,1.3768,599.5,0.1561,0.8
Adıyaman,Güneydoğu Anadolu,2025,optimist_ssp126,İyimser (SSP1-2.6),2.6083,2.7596,2.457,727.0,0.2257,1.4
Adıyaman,Güneydoğu Anadolu,2026,optimist_ssp126,İyimser (SSP1-2.6),2.6083,2.7805,2.4362,724.8,0.2247,1.4
Adıyaman,Güneydoğu Anadolu,2027,optimist_ssp126,İyimser (SSP1-2.6),2.6083,2.8013,2.4153,722.6,0.2237,1.4
Adıyaman,Güneydoğu Anadolu,2028,optimist_ssp126,İyimser (SSP1-2.6),2.6083,2.8222,2.3944,720.4,0.2227,1.4
Adıyaman,Güneydoğu Anadolu,2029,optimist_ssp126,İyimser (SSP1-2.6),2.6083,2.8431,2.3736,718.3,0.2217,1.4
Adıyaman,Güneydoğu Anadolu,2030,optimist_ssp126,İyimser (SSP1-2.6),2.6083,2.8639,2.3527,716.1,0.2207,1.4
Adıyaman,Güneydoğu Anadolu,2031,optimist_ssp126,İyimser (SSP1-2.6),2.6083,2.8848,2.3318,713.9,0.2197,1.4
Adıyaman,Güneydoğu Anadolu,2032,optimist_ssp126,İyimser (SSP1-2.6),2.6083,2.9057,2.311,711.7,0.2187,1.4
Adıyaman,Güneydoğu Anadolu,2033,optimist_ssp126,İyimser (SSP1-2.6),2.6083,2.9265,2.2901,709.5,0.2177,1.4
