il,ilce,year,month,ndvi
Zonguldak,Kozlu,2019,4,0.2877
Zonguldak,Kozlu,2019,5,0.3636
Zonguldak,Kozlu,2019,6,0.4088
Zonguldak,Kozlu,2019,7,0.371
Zonguldak,Kozlu,2019,8,0.3528
Zonguldak,Kozlu,2019,9,0.3977
Zonguldak,Kozlu,2019,10,0.3084
Zonguldak,Kozlu,2019,11,0.2806
Zonguldak,Kozlu,2019,12,0.1968
Zonguldak,Kozlu,2020,1,0.1329
Zonguldak,Kozlu,2020,2,-0.6105
Zonguldak,Kozlu,2020,3,0.2123
Zonguldak,Kozlu,2020,4,0.2771
Zonguldak,Kozlu,2020,5,0.4042
Zonguldak,Kozlu,2020,6,0.3435
Zonguldak,Kozlu,2020,7,0.3829
Zonguldak,Kozlu,2020,8,0.3742
Zonguldak,Kozlu,2020,9,0.3373
Zonguldak,Kozlu,2020,10,0.2956
Zonguldak,Kozlu,2020,11,0.1959
Zonguldak,Kozlu,2020,12,0.2044
Zonguldak,Kozlu,2021,1,0.0222
Zonguldak,Kozlu,2021,2,0.0894
Zonguldak,Kozlu,2021,3,0.1177
Zonguldak,Kozlu,2021,4,0.1964
Zonguldak,Kozlu,2021,5,0.3911
Zonguldak,Kozlu,2021,6,0.3442
Zonguldak,Kozlu,2021,7,0.3764
Zonguldak,Kozlu,2021,8,0.382
Zonguldak,Kozlu,2021,9,0.4086
Zonguldak,Kozlu,2021,10,0.2721
Zonguldak,Kozlu,2021,11,0.2243
Zonguldak,Kozlu,2021,12,0.2674
Zonguldak,Kozlu,2022,1,0.1952
Zonguldak,Kozlu,2022,2,0.0615
Zonguldak,Kozlu,2022,3,0.1514
Zonguldak,Kozlu,2022,4,0.3278
Zonguldak,Kozlu,2022,5,0.3301
Zonguldak,Kozlu,2022,6,0.3012
Zonguldak,Kozlu,2022,7,0.3708
Zonguldak,Kozlu,2022,8,0.3408
Zonguldak,Kozlu,2022,9,0.3735
Zonguldak,Kozlu,2022,10,0.3213
Zonguldak,Kozlu,2022,11,0.2837
Zonguldak,Kozlu,2022,12,0.1275
Zonguldak,Kozlu,2023,1,0.1755
Zonguldak,Kozlu,2023,2,
Zonguldak,Kozlu,2023,3,0.068
Zonguldak,Kozlu,2023,4,0.2712
Zonguldak,Kozlu,2023,5,0.3997
Zonguldak,Kozlu,2023,6,0.3097
Zonguldak,Kozlu,2023,7,0.3862
Zonguldak,Kozlu,2023,8,0.3111
Zonguldak,Kozlu,2023,9,0.3518
Zonguldak,Kozlu,2023,10,0.3317
Zonguldak,Kozlu,2023,11,0.3992
Zonguldak,Kozlu,2023,12,0.1386
Zonguldak,Kozlu,2024,1,0.1142
Zonguldak,Kozlu,2024,2,0.1627
Zonguldak,Kozlu,2024,3,0.1367
Zonguldak,Kozlu,2024,4,0.0794
Zonguldak,Kozlu,2024,5,0.3798
Zonguldak,Kozlu,2024,6,0.3706
Zonguldak,Kozlu,2024,7,0.378
Zonguldak,Kozlu,2024,8,0.3732
Zonguldak,Kozlu,2024,9,0.32
Zonguldak,Kozlu,2024,10,0.2979
Zonguldak,Kozlu,2024,11,0.2421
Zonguldak,Kozlu,2024,12,0.0822
Zonguldak,Merkez,2019,1,0.1254
Zonguldak,Merkez,2019,2,0.21
Zonguldak,Merkez,2019,3,0.1555
Zonguldak,Merkez,2019,4,0.3077
Zonguldak,Merkez,2019,5,0.39
Zonguldak,Merkez,2019,6,0.4186
Zonguldak,Merkez,2019,7,0.3933
Zonguldak,Merkez,2019,8,0.3699
Zonguldak,Merkez,2019,9,0.4035
Zonguldak,Merkez,2019,10,0.3149
Zonguldak,Merkez,2019,11,0.303
Zonguldak,Merkez,2019,12,0.2109
Zonguldak,Merkez,2020,1,0.1442
Zonguldak,Merkez,2020,2,-0.0738
Zonguldak,Merkez,2020,3,0.2103
Zonguldak,Merkez,2020,4,0.2918
Zonguldak,Merkez,2020,5,0.4099
Zonguldak,Merkez,2020,6,0.3713
Zonguldak,Merkez,2020,7,0.3997
Zonguldak,Merkez,2020,8,0.392
Zonguldak,Merkez,2020,9,0.3463
Zonguldak,Merkez,2020,10,0.3196
Zonguldak,Merkez,2020,11,0.2494
Zonguldak,Merkez,2020,12,0.1771
Zonguldak,Merkez,2021,1,-0.0299
Zonguldak,Merkez,2021,2,0.08
Zonguldak,Merkez,2021,3,0.1432
Zonguldak,Merkez,2021,4,0.2382
Zonguldak,Merkez,2021,5,0.3862
Zonguldak,Merkez,2021,6,0.3438
Zonguldak,Merkez,2021,7,0.3898
Zonguldak,Merkez,2021,8,0.394
Zonguldak,Merkez,2021,9,0.3939
Zonguldak,Merkez,2021,10,0.3135
Zonguldak,Merkez,2021,11,0.2521
Zonguldak,Merkez,2021,12,0.2318
Zonguldak,Merkez,2022,1,0.2198
Zonguldak,Merkez,2022,2,0.0231
Zonguldak,Merkez,2022,3,0.166
Zonguldak,Merkez,2022,4,0.3013
Zonguldak,Merkez,2022,5,0.3622
Zonguldak,Merkez,2022,6,0.2914
Zonguldak,Merkez,2022,7,0.3902
Zonguldak,Merkez,2022,8,0.3523
Zonguldak,Merkez,2022,9,0.39
Zonguldak,Merkez,2022,10,0.3195
Zonguldak,Merkez,2022,11,0.324
Zonguldak,Merkez,2022,12,0.1482
Zonguldak,Merkez,2023,1,0.1863
Zonguldak,Merkez,2023,2,0.2461
Zonguldak,Merkez,2023,3,0.1246
Zonguldak,Merkez,2023,4,0.2856
Zonguldak,Merkez,2023,5,0.4071
Zonguldak,Merkez,2023,6,0.3146
Zonguldak,Merkez,2023,7,0.3945
Zonguldak,Merkez,2023,8,0.3328
Zonguldak,Merkez,2023,9,0.3779
Zonguldak,Merkez,2023,10,0.3535
Zonguldak,Merkez,2023,11,0.4114
Zonguldak,Merkez,2023,12,0.179
Zonguldak,Merkez,2024,1,0.1014
Zonguldak,Merkez,2024,2,0.1911
Zonguldak,Merkez,2024,3,0.1835
Zonguldak,Merkez,2024,4,0.1886
Zonguldak,Merkez,2024,5,0.3883
Zonguldak,Merkez,2024,6,0.3997
Zonguldak,Merkez,2024,7,0.3913
Zonguldak,Merkez,2024,8,0.3865
Zonguldak,Merkez,2024,9,0.3533
Zonguldak,Merkez,2024,10,0.3257
Zonguldak,Merkez,2024,11,0.2798
Zonguldak,Merkez,2024,12,0.0942
Aksaray,Ağaçören,2019,1,-0.0086
Aksaray,Ağaçören,2019,2,0.3108
Aksaray,Ağaçören,2019,3,0.3073
Aksaray,Ağaçören,2019,4,
Aksaray,Ağaçören,2019,5,0.2272
Aksaray,Ağaçören,2019,6,0.2911
Aksaray,Ağaçören,2019,7,0.2113
Aksaray,Ağaçören,2019,8,0.2122
Aksaray,Ağaçören,2019,9,0.2072
Aksaray,Ağaçören,2019,10,0.1728
Aksaray,Ağaçören,2019,11,0.1675
Aksaray,Ağaçören,2019,12,0.165
Aksaray,Ağaçören,2020,1,0.1653
Aksaray,Ağaçören,2020,2,0.0645
Aksaray,Ağaçören,2020,3,0.2051
Aksaray,Ağaçören,2020,4,0.3267
Aksaray,Ağaçören,2020,5,0.376
Aksaray,Ağaçören,2020,6,0.2634
Aksaray,Ağaçören,2020,7,0.2082
Aksaray,Ağaçören,2020,8,0.1897
Aksaray,Ağaçören,2020,9,0.1789
Aksaray,Ağaçören,2020,10,0.1744
Aksaray,Ağaçören,2020,11,0.1922
Aksaray,Ağaçören,2020,12,0.2108
Aksaray,Ağaçören,2021,1,0.2436
Aksaray,Ağaçören,2021,2,0.1762
Aksaray,Ağaçören,2021,3,0.2651
Aksaray,Ağaçören,2021,4,0.3884
Aksaray,Ağaçören,2021,5,0.3515
Aksaray,Ağaçören,2021,6,0.2549
Aksaray,Ağaçören,2021,7,0.1826
Aksaray,Ağaçören,2021,8,0.1876
Aksaray,Ağaçören,2021,9,0.1789
Aksaray,Ağaçören,2021,10,0.2055
Aksaray,Ağaçören,2021,11,0.2266
Aksaray,Ağaçören,2021,12,0.078
Aksaray,Ağaçören,2022,1,0.2395
Aksaray,Ağaçören,2022,2,-0.0144
Aksaray,Ağaçören,2022,3,
Aksaray,Ağaçören,2022,4,0.1684
Aksaray,Ağaçören,2022,5,0.3252
Aksaray,Ağaçören,2022,6,0.2999
Aksaray,Ağaçören,2022,7,0.2566
Aksaray,Ağaçören,2022,8,0.1963
Aksaray,Ağaçören,2022,9,0.2067
Aksaray,Ağaçören,2022,10,0.2219
Aksaray,Ağaçören,2022,11,0.2068
Aksaray,Ağaçören,2022,12,0.151
Aksaray,Ağaçören,2023,1,0.2786
Aksaray,Ağaçören,2023,2,0.0434
Aksaray,Ağaçören,2023,3,0.2467
Aksaray,Ağaçören,2023,4,0.3616
Aksaray,Ağaçören,2023,5,0.4084
Aksaray,Ağaçören,2023,6,0.328
Aksaray,Ağaçören,2023,7,0.2592
Aksaray,Ağaçören,2023,8,0.2098
Aksaray,Ağaçören,2023,9,0.2081
Aksaray,Ağaçören,2023,10,0.1984
Aksaray,Ağaçören,2023,11,0.1992
Aksaray,Ağaçören,2023,12,0.2354
Aksaray,Ağaçören,2024,1,
Aksaray,Ağaçören,2024,2,0.2514
Aksaray,Ağaçören,2024,3,0.3011
Aksaray,Ağaçören,2024,4,0.3837
Aksaray,Ağaçören,2024,5,0.391
Aksaray,Ağaçören,2024,6,0.2946
Aksaray,Ağaçören,2024,7,0.2028
Aksaray,Ağaçören,2024,8,0.1869
Aksaray,Ağaçören,2024,9,0.1637
Aksaray,Ağaçören,2024,10,0.1755
Aksaray,Ağaçören,2024,11,0.1844
Aksaray,Ağaçören,2024,12,0.1776
Aksaray,Eskil,2019,1,0.0597
Aksaray,Eskil,2019,2,0.1794
Aksaray,Eskil,2019,3,0.1461
Aksaray,Eskil,2019,4,0.1509
Aksaray,Eskil,2019,5,0.1547
Aksaray,Eskil,2019,6,0.1522
Aksaray,Eskil,2019,7,0.1555
Aksaray,Eskil,2019,8,0.1528
Aksaray,Eskil,2019,9,0.1401
Aksaray,Eskil,2019,10,0.131
Aksaray,Eskil,2019,11,0.1308
Aksaray,Eskil,2019,12,0.168
Aksaray,Eskil,2020,1,0.1933
Aksaray,Eskil,2020,2,0.1879
Aksaray,Eskil,2020,3,0.167
Aksaray,Eskil,2020,4,0.1822
Aksaray,Eskil,2020,5,0.155
Aksaray,Eskil,2020,6,0.1565
Aksaray,Eskil,2020,7,0.1502
Aksaray,Eskil,2020,8,0.147
Aksaray,Eskil,2020,9,0.1432
Aksaray,Eskil,2020,10,0.145
Aksaray,Eskil,2020,11,0.1498
Aksaray,Eskil,2020,12,0.1518
Aksaray,Eskil,2021,1,0.1932
Aksaray,Eskil,2021,2,0.154
Aksaray,Eskil,2021,3,0.1457
Aksaray,Eskil,2021,4,0.1531
Aksaray,Eskil,2021,5,0.1502
Aksaray,Eskil,2021,6,0.1312
Aksaray,Eskil,2021,7,0.1375
Aksaray,Eskil,2021,8,0.1415
Aksaray,Eskil,2021,9,0.1331
Aksaray,Eskil,2021,10,0.1184
Aksaray,Eskil,2021,11,0.1212
Aksaray,Eskil,2021,12,0.1293
Aksaray,Eskil,2022,1,0.1133
Aksaray,Eskil,2022,2,-0.0224
Aksaray,Eskil,2022,3,0.1646
Aksaray,Eskil,2022,4,0.1351
Aksaray,Eskil,2022,5,0.162
Aksaray,Eskil,2022,6,0.1563
Aksaray,Eskil,2022,7,0.1612
Aksaray,Eskil,2022,8,0.151
Aksaray,Eskil,2022,9,0.1583
Aksaray,Eskil,2022,10,0.1404
Aksaray,Eskil,2022,11,0.1276
Aksaray,Eskil,2022,12,0.1436
Aksaray,Eskil,2023,1,0.1262
Aksaray,Eskil,2023,2,0.024
Aksaray,Eskil,2023,3,0.1454
Aksaray,Eskil,2023,4,0.1651
Aksaray,Eskil,2023,5,0.1684
Aksaray,Eskil,2023,6,0.1848
Aksaray,Eskil,2023,7,0.1708
Aksaray,Eskil,2023,8,0.1581
Aksaray,Eskil,2023,9,0.158
Aksaray,Eskil,2023,10,0.1411
Aksaray,Eskil,2023,11,0.1317
Aksaray,Eskil,2023,12,0.1768
Aksaray,Eskil,2024,1,0.1771
Aksaray,Eskil,2024,2,0.1731
Aksaray,Eskil,2024,3,0.1907
Aksaray,Eskil,2024,4,0.1709
Aksaray,Eskil,2024,5,0.1781
Aksaray,Eskil,2024,6,0.1437
Aksaray,Eskil,2024,7,0.1419
Aksaray,Eskil,2024,8,0.1376
Aksaray,Eskil,2024,9,0.1196
Aksaray,Eskil,2024,10,0.1141
Aksaray,Eskil,2024,11,0.1154
Aksaray,Eskil,2024,12,0.0895
Aksaray,Gülağaç,2019,1,-0.0084
Aksaray,Gülağaç,2019,2,0.1953
Aksaray,Gülağaç,2019,3,0.2288
Aksaray,Gülağaç,2019,4,
Aksaray,Gülağaç,2019,5,0.3191
Aksaray,Gülağaç,2019,6,0.2522
Aksaray,Gülağaç,2019,7,0.262
Aksaray,Gülağaç,2019,8,0.2752
Aksaray,Gülağaç,2019,9,0.2424
Aksaray,Gülağaç,2019,10,0.1762
Aksaray,Gülağaç,2019,11,0.1538
Aksaray,Gülağaç,2019,12,0.1983
Aksaray,Gülağaç,2020,1,0.1612
Aksaray,Gülağaç,2020,2,0.1965
Aksaray,Gülağaç,2020,3,0.1715
Aksaray,Gülağaç,2020,4,
Aksaray,Gülağaç,2020,5,0.3171
Aksaray,Gülağaç,2020,6,0.2808
Aksaray,Gülağaç,2020,7,0.2872
Aksaray,Gülağaç,2020,8,0.3067
Aksaray,Gülağaç,2020,9,0.2538
Aksaray,Gülağaç,2020,10,0.1847
Aksaray,Gülağaç,2020,11,0.1673
Aksaray,Gülağaç,2020,12,0.1654
Aksaray,Gülağaç,2021,1,0.1495
Aksaray,Gülağaç,2021,2,0.1393
Aksaray,Gülağaç,2021,3,0.2438
Aksaray,Gülağaç,2021,4,
Aksaray,Gülağaç,2021,5,0.2854
Aksaray,Gülağaç,2021,6,0.2251
Aksaray,Gülağaç,2021,7,0.2604
Aksaray,Gülağaç,2021,8,0.297
Aksaray,Gülağaç,2021,9,0.2416
Aksaray,Gülağaç,2021,10,0.1747
Aksaray,Gülağaç,2021,11,0.1487
Aksaray,Gülağaç,2021,12,
Aksaray,Gülağaç,2022,1,0.2859
Aksaray,Gülağaç,2022,2,-0.0228
Aksaray,Gülağaç,2022,3,
Aksaray,Gülağaç,2022,4,0.2375
Aksaray,Gülağaç,2022,5,0.3252
Aksaray,Gülağaç,2022,6,0.2921
Aksaray,Gülağaç,2022,7,0.2766
Aksaray,Gülağaç,2022,8,0.2771
Aksaray,Gülağaç,2022,9,0.2481
Aksaray,Gülağaç,2022,10,0.1938
Aksaray,Gülağaç,2022,11,0.1494
Aksaray,Gülağaç,2022,12,0.1536
Aksaray,Gülağaç,2023,1,0.1945
Aksaray,Gülağaç,2023,2,0.0818
Aksaray,Gülağaç,2023,3,
Aksaray,Gülağaç,2023,4,0.2221
Aksaray,Gülağaç,2023,5,0.3438
Aksaray,Gülağaç,2023,6,0.3243
Aksaray,Gülağaç,2023,7,0.2916
Aksaray,Gülağaç,2023,8,0.2813
Aksaray,Gülağaç,2023,9,0.2486
Aksaray,Gülağaç,2023,10,0.1988
Aksaray,Gülağaç,2023,11,0.14
Aksaray,Gülağaç,2023,12,0.1729
Aksaray,Gülağaç,2024,1,
Aksaray,Gülağaç,2024,2,0.1988
Aksaray,Gülağaç,2024,3,
Aksaray,Gülağaç,2024,4,0.3329
Aksaray,Gülağaç,2024,5,0.3272
Aksaray,Gülağaç,2024,6,0.2567
Aksaray,Gülağaç,2024,7,0.2731
Aksaray,Gülağaç,2024,8,0.2784
Aksaray,Gülağaç,2024,9,0.2427
Aksaray,Gülağaç,2024,10,0.2118
Aksaray,Gülağaç,2024,11,0.1555
Aksaray,Gülağaç,2024,12,0.0737
Aksaray,Güzelyurt,2019,1,-0.0102
Aksaray,Güzelyurt,2019,2,0.1228
Aksaray,Güzelyurt,2019,3,0.2188
Aksaray,Güzelyurt,2019,4,
Aksaray,Güzelyurt,2019,5,0.3994
Aksaray,Güzelyurt,2019,6,0.3684
Aksaray,Güzelyurt,2019,7,0.3493
Aksaray,Güzelyurt,2019,8,0.2776
Aksaray,Güzelyurt,2019,9,0.2645
Aksaray,Güzelyurt,2019,10,0.2458
Aksaray,Güzelyurt,2019,11,0.2221
Aksaray,Güzelyurt,2019,12,0.2399
Aksaray,Güzelyurt,2020,1,0.0668
Aksaray,Güzelyurt,2020,2,-0.0008
Aksaray,Güzelyurt,2020,3,0.137
Aksaray,Güzelyurt,2020,4,
Aksaray,Güzelyurt,2020,5,0.3513
Aksaray,Güzelyurt,2020,6,0.3577
Aksaray,Güzelyurt,2020,7,0.3053
Aksaray,Güzelyurt,2020,8,0.2609
Aksaray,Güzelyurt,2020,9,0.2313
Aksaray,Güzelyurt,2020,10,0.2239
Aksaray,Güzelyurt,2020,11,0.2286
Aksaray,Güzelyurt,2020,12,0.2181
Aksaray,Güzelyurt,2021,1,0.0931
Aksaray,Güzelyurt,2021,2,0.1355
Aksaray,Güzelyurt,2021,3,0.1662
Aksaray,Güzelyurt,2021,4,
Aksaray,Güzelyurt,2021,5,0.3818
Aksaray,Güzelyurt,2021,6,0.3105
Aksaray,Güzelyurt,2021,7,0.257
Aksaray,Güzelyurt,2021,8,0.2404
Aksaray,Güzelyurt,2021,9,0.2195
Aksaray,Güzelyurt,2021,10,0.2203
Aksaray,Güzelyurt,2021,11,0.1979
Aksaray,Güzelyurt,2021,12,
Aksaray,Güzelyurt,2022,1,0.0448
Aksaray,Güzelyurt,2022,2,-0.0196
Aksaray,Güzelyurt,2022,3,
Aksaray,Güzelyurt,2022,4,0.241
Aksaray,Güzelyurt,2022,5,0.3524
Aksaray,Güzelyurt,2022,6,0.313
Aksaray,Güzelyurt,2022,7,0.3248
Aksaray,Güzelyurt,2022,8,0.2466
Aksaray,Güzelyurt,2022,9,0.2383
Aksaray,Güzelyurt,2022,10,0.2198
Aksaray,Güzelyurt,2022,11,0.2021
Aksaray,Güzelyurt,2022,12,0.1475
Aksaray,Güzelyurt,2023,1,0.1666
Aksaray,Güzelyurt,2023,2,0.0069
Aksaray,Güzelyurt,2023,3,
Aksaray,Güzelyurt,2023,4,0.2636
Aksaray,Güzelyurt,2023,5,0.333
Aksaray,Güzelyurt,2023,6,0.4371
Aksaray,Güzelyurt,2023,7,0.3554
Aksaray,Güzelyurt,2023,8,0.2739
Aksaray,Güzelyurt,2023,9,0.2608
Aksaray,Güzelyurt,2023,10,0.2396
Aksaray,Güzelyurt,2023,11,0.1929
Aksaray,Güzelyurt,2023,12,0.2012
Aksaray,Güzelyurt,2024,1,
Aksaray,Güzelyurt,2024,2,0.0879
Aksaray,Güzelyurt,2024,3,
Aksaray,Güzelyurt,2024,4,0.308
Aksaray,Güzelyurt,2024,5,0.4059
Aksaray,Güzelyurt,2024,6,0.3624
Aksaray,Güzelyurt,2024,7,0.2575
Aksaray,Güzelyurt,2024,8,0.2232
Aksaray,Güzelyurt,2024,9,0.2173
Aksaray,Güzelyurt,2024,10,0.2501
Aksaray,Güzelyurt,2024,11,0.2112
Aksaray,Güzelyurt,2024,12,0.0484
Aksaray,Merkez,2019,1,-0.0029
Aksaray,Merkez,2019,2,0.2138
Aksaray,Merkez,2019,3,0.2554
Aksaray,Merkez,2019,4,
Aksaray,Merkez,2019,5,0.3125
Aksaray,Merkez,2019,6,0.1565
Aksaray,Merkez,2019,7,0.2287
Aksaray,Merkez,2019,8,0.2077
Aksaray,Merkez,2019,9,0.1997
Aksaray,Merkez,2019,10,0.1922
Aksaray,Merkez,2019,11,0.1744
Aksaray,Merkez,2019,12,0.182
Aksaray,Merkez,2020,1,0.1789
Aksaray,Merkez,2020,2,0.1749
Aksaray,Merkez,2020,3,
Aksaray,Merkez,2020,4,
Aksaray,Merkez,2020,5,0.3292
Aksaray,Merkez,2020,6,0.2759
Aksaray,Merkez,2020,7,0.2426
Aksaray,Merkez,2020,8,0.2182
Aksaray,Merkez,2020,9,0.2026
Aksaray,Merkez,2020,10,0.1974
Aksaray,Merkez,2020,11,0.1901
Aksaray,Merkez,2020,12,0.1632
Aksaray,Merkez,2021,1,0.2112
Aksaray,Merkez,2021,2,0.2126
Aksaray,Merkez,2021,3,0.2304
Aksaray,Merkez,2021,4,0.1873
Aksaray,Merkez,2021,5,0.2732
Aksaray,Merkez,2021,6,0.2075
Aksaray,Merkez,2021,7,0.2042
Aksaray,Merkez,2021,8,0.2036
Aksaray,Merkez,2021,9,0.186
Aksaray,Merkez,2021,10,0.1879
Aksaray,Merkez,2021,11,0.1766
Aksaray,Merkez,2021,12,0.1207
Aksaray,Merkez,2022,1,0.0957
Aksaray,Merkez,2022,2,0.0168
Aksaray,Merkez,2022,3,
Aksaray,Merkez,2022,4,0.2341
Aksaray,Merkez,2022,5,0.2917
Aksaray,Merkez,2022,6,0.2632
Aksaray,Merkez,2022,7,0.2344
Aksaray,Merkez,2022,8,0.2085
Aksaray,Merkez,2022,9,0.2133
Aksaray,Merkez,2022,10,0.1935
Aksaray,Merkez,2022,11,0.1689
Aksaray,Merkez,2022,12,0.1528
Aksaray,Merkez,2023,1,0.1687
Aksaray,Merkez,2023,2,0.1015
Aksaray,Merkez,2023,3,0.1679
Aksaray,Merkez,2023,4,0.2239
Aksaray,Merkez,2023,5,0.3008
Aksaray,Merkez,2023,6,0.2634
Aksaray,Merkez,2023,7,0.2287
Aksaray,Merkez,2023,8,0.2062
Aksaray,Merkez,2023,9,0.2007
Aksaray,Merkez,2023,10,0.1983
Aksaray,Merkez,2023,11,0.1819
Aksaray,Merkez,2023,12,0.2085
Aksaray,Merkez,2024,1,
Aksaray,Merkez,2024,2,0.218
Aksaray,Merkez,2024,3,
Aksaray,Merkez,2024,4,0.3023
Aksaray,Merkez,2024,5,0.2956
Aksaray,Merkez,2024,6,0.2259
Aksaray,Merkez,2024,7,0.2022
Aksaray,Merkez,2024,8,0.1934
Aksaray,Merkez,2024,9,0.1847
Aksaray,Merkez,2024,10,0.2041
Aksaray,Merkez,2024,11,0.1761
Aksaray,Merkez,2024,12,0.1733
Aksaray,Ortaköy,2019,1,-0.003
Aksaray,Ortaköy,2019,2,0.2872
Aksaray,Ortaköy,2019,3,0.3175
Aksaray,Ortaköy,2019,4,
Aksaray,Ortaköy,2019,5,0.2982
Aksaray,Ortaköy,2019,6,0.275
Aksaray,Ortaköy,2019,7,0.1785
Aksaray,Ortaköy,2019,8,0.1992
Aksaray,Ortaköy,2019,9,0.1768
Aksaray,Ortaköy,2019,10,0.1246
Aksaray,Ortaköy,2019,11,0.16
Aksaray,Ortaköy,2019,12,0.195
Aksaray,Ortaköy,2020,1,0.178
Aksaray,Ortaköy,2020,2,0.0649
Aksaray,Ortaköy,2020,3,0.109
Aksaray,Ortaköy,2020,4,0.3017
Aksaray,Ortaköy,2020,5,0.3638
Aksaray,Ortaköy,2020,6,0.2957
Aksaray,Ortaköy,2020,7,0.2158
Aksaray,Ortaköy,2020,8,0.1809
Aksaray,Ortaköy,2020,9,0.1728
Aksaray,Ortaköy,2020,10,0.1747
Aksaray,Ortaköy,2020,11,0.1935
Aksaray,Ortaköy,2020,12,0.2114
Aksaray,Ortaköy,2021,1,0.1637
Aksaray,Ortaköy,2021,2,0.2126
Aksaray,Ortaköy,2021,3,0.2564
Aksaray,Ortaköy,2021,4,0.3055
Aksaray,Ortaköy,2021,5,0.3599
Aksaray,Ortaköy,2021,6,0.2478
Aksaray,Ortaköy,2021,7,0.2103
Aksaray,Ortaköy,2021,8,0.1859
Aksaray,Ortaköy,2021,9,0.178
Aksaray,Ortaköy,2021,10,0.2036
Aksaray,Ortaköy,2021,11,0.2002
Aksaray,Ortaköy,2021,12,0.1595
Aksaray,Ortaköy,2022,1,0.2653
Aksaray,Ortaköy,2022,2,0.0047
Aksaray,Ortaköy,2022,3,
Aksaray,Ortaköy,2022,4,0.273
Aksaray,Ortaköy,2022,5,0.348
Aksaray,Ortaköy,2022,6,0.3188
Aksaray,Ortaköy,2022,7,0.2465
Aksaray,Ortaköy,2022,8,0.1816
Aksaray,Ortaköy,2022,9,0.1769
Aksaray,Ortaköy,2022,10,0.1988
Aksaray,Ortaköy,2022,11,0.1778
Aksaray,Ortaköy,2022,12,0.1718
Aksaray,Ortaköy,2023,1,0.2249
Aksaray,Ortaköy,2023,2,0.0313
Aksaray,Ortaköy,2023,3,0.2396
Aksaray,Ortaköy,2023,4,0.3045
Aksaray,Ortaköy,2023,5,0.4052
Aksaray,Ortaköy,2023,6,0.3243
Aksaray,Ortaköy,2023,7,0.3167
Aksaray,Ortaköy,2023,8,0.2347
Aksaray,Ortaköy,2023,9,0.2235
Aksaray,Ortaköy,2023,10,0.2064
Aksaray,Ortaköy,2023,11,0.2099
Aksaray,Ortaköy,2023,12,0.2353
Aksaray,Ortaköy,2024,1,
Aksaray,Ortaköy,2024,2,0.2201
Aksaray,Ortaköy,2024,3,0.1672
Aksaray,Ortaköy,2024,4,0.3723
Aksaray,Ortaköy,2024,5,0.3963
Aksaray,Ortaköy,2024,6,0.3118
Aksaray,Ortaköy,2024,7,0.2082
Aksaray,Ortaköy,2024,8,0.1862
Aksaray,Ortaköy,2024,9,0.1626
Aksaray,Ortaköy,2024,10,0.1732
Aksaray,Ortaköy,2024,11,0.1872
Aksaray,Ortaköy,2024,12,0.1876
Aksaray,Sarıyahşi,2019,1,0.0112
Aksaray,Sarıyahşi,2019,2,0.2981
Aksaray,Sarıyahşi,2019,3,0.3207
Aksaray,Sarıyahşi,2019,4,0.3572
Aksaray,Sarıyahşi,2019,5,0.3273
Aksaray,Sarıyahşi,2019,6,0.2466
Aksaray,Sarıyahşi,2019,7,0.2348
Aksaray,Sarıyahşi,2019,8,0.2376
Aksaray,Sarıyahşi,2019,9,0.2184
Aksaray,Sarıyahşi,2019,10,0.182
Aksaray,Sarıyahşi,2019,11,0.1714
Aksaray,Sarıyahşi,2019,12,0.1611
Aksaray,Sarıyahşi,2020,1,0.1527
Aksaray,Sarıyahşi,2020,2,0.201
Aksaray,Sarıyahşi,2020,3,0.2338
Aksaray,Sarıyahşi,2020,4,0.3851
Aksaray,Sarıyahşi,2020,5,0.4101
Aksaray,Sarıyahşi,2020,6,0.2455
Aksaray,Sarıyahşi,2020,7,0.1937
Aksaray,Sarıyahşi,2020,8,0.1842
Aksaray,Sarıyahşi,2020,9,0.1699
Aksaray,Sarıyahşi,2020,10,0.1644
Aksaray,Sarıyahşi,2020,11,0.1686
Aksaray,Sarıyahşi,2020,12,0.1653
Aksaray,Sarıyahşi,2021,1,0.2243
Aksaray,Sarıyahşi,2021,2,0.227
Aksaray,Sarıyahşi,2021,3,0.2656
Aksaray,Sarıyahşi,2021,4,0.4019
Aksaray,Sarıyahşi,2021,5,0.3256
Aksaray,Sarıyahşi,2021,6,0.2112
Aksaray,Sarıyahşi,2021,7,0.1633
Aksaray,Sarıyahşi,2021,8,0.1674
Aksaray,Sarıyahşi,2021,9,0.1572
Aksaray,Sarıyahşi,2021,10,0.1625
Aksaray,Sarıyahşi,2021,11,0.1532
Aksaray,Sarıyahşi,2021,12,0.1192
Aksaray,Sarıyahşi,2022,1,0.1881
Aksaray,Sarıyahşi,2022,2,0.0287
Aksaray,Sarıyahşi,2022,3,0.2185
Aksaray,Sarıyahşi,2022,4,0.2095
Aksaray,Sarıyahşi,2022,5,0.295
Aksaray,Sarıyahşi,2022,6,0.2606
Aksaray,Sarıyahşi,2022,7,0.2237
Aksaray,Sarıyahşi,2022,8,0.1948
Aksaray,Sarıyahşi,2022,9,0.1899
Aksaray,Sarıyahşi,2022,10,0.1799
Aksaray,Sarıyahşi,2022,11,0.164
Aksaray,Sarıyahşi,2022,12,0.1991
Aksaray,Sarıyahşi,2023,1,0.2112
Aksaray,Sarıyahşi,2023,2,0.1231
