year,month,precip_mm,il,source,drought_year
2008,5,51.8,Elazığ,Open-Meteo (ERA5),False
2008,6,10.7,Elazığ,Open-Meteo (ERA5),False
2008,7,0.1,Elazığ,Open-Meteo (ERA5),False
2008,8,2.7,Elazığ,Open-Meteo (ERA5),False
2008,9,39.2,Elazığ,Open-Meteo (ERA5),False
2008,10,32.5,Elazığ,Open-Meteo (ERA5),False
2008,11,63.4,Elazığ,Open-Meteo (ERA5),False
2008,12,48.1,Elazığ,Open-Meteo (ERA5),False
2009,1,47.7,Elazığ,Open-Meteo (ERA5),False
2009,2,123.7,Elazığ,Open-Meteo (ERA5),False
2009,3,94.4,Elazığ,Open-Meteo (ERA5),False
2009,4,56.0,Elazığ,Open-Meteo (ERA5),False
2009,5,35.7,Elazığ,Open-Meteo (ERA5),False
2009,6,16.9,Elazığ,Open-Meteo (ERA5),False
2009,7,4.9,Elazığ,Open-Meteo (ERA5),False
2009,8,0.0,Elazığ,Open-Meteo (ERA5),False
2009,9,53.0,Elazığ,Open-Meteo (ERA5),False
2009,10,51.9,Elazığ,Open-Meteo (ERA5),False
2009,11,80.7,Elazığ,Open-Meteo (ERA5),False
2009,12,92.4,Elazığ,Open-Meteo (ERA5),False
2010,1,148.6,Elazığ,Open-Meteo (ERA5),False
2010,2,49.8,Elazığ,Open-Meteo (ERA5),False
2010,3,47.1,Elazığ,Open-Meteo (ERA5),False
2010,4,83.5,Elazığ,Open-Meteo (ERA5),False
2010,5,39.3,Elazığ,Open-Meteo (ERA5),False
2010,6,21.6,Elazığ,Open-Meteo (ERA5),False
2010,7,1.4,Elazığ,Open-Meteo (ERA5),False
2010,8,0.0,Elazığ,Open-Meteo (ERA5),False
2010,9,3.0,Elazığ,Open-Meteo (ERA5),False
2010,10,59.1,Elazığ,Open-Meteo (ERA5),False
2010,11,0.0,Elazığ,Open-Meteo (ERA5),False
2010,12,78.5,Elazığ,Open-Meteo (ERA5),False
2011,1,52.5,Elazığ,Open-Meteo (ERA5),False
2011,2,97.5,Elazığ,Open-Meteo (ERA5),False
2011,3,60.0,Elazığ,Open-Meteo (ERA5),False
2011,4,146.1,Elazığ,Open-Meteo (ERA5),False
2011,5,94.7,Elazığ,Open-Meteo (ERA5),False
2011,6,24.7,Elazığ,Open-Meteo (ERA5),False
2011,7,4.6,Elazığ,Open-Meteo (ERA5),False
2011,8,2.4,Elazığ,Open-Meteo (ERA5),False
2011,9,9.4,Elazığ,Open-Meteo (ERA5),False
2011,10,19.2,Elazığ,Open-Meteo (ERA5),False
2011,11,69.4,Elazığ,Open-Meteo (ERA5),False
2011,12,49.6,Elazığ,Open-Meteo (ERA5),False
2012,1,107.1,Elazığ,Open-Meteo (ERA5),False
2012,2,88.1,Elazığ,Open-Meteo (ERA5),False
2012,3,40.7,Elazığ,Open-Meteo (ERA5),False
2012,4,62.9,Elazığ,Open-Meteo (ERA5),False
2012,5,98.1,Elazığ,Open-Meteo (ERA5),False
2012,6,4.3,Elazığ,Open-Meteo (ERA5),False
2012,7,2.9,Elazığ,Open-Meteo (ERA5),False
2012,8,2.1,Elazığ,Open-Meteo (ERA5),False
2012,9,2.1,Elazığ,Open-Meteo (ERA5),False
2012,10,45.2,Elazığ,Open-Meteo (ERA5),False
2012,11,86.9,Elazığ,Open-Meteo (ERA5),False
2012,12,155.8,Elazığ,Open-Meteo (ERA5),False
2013,1,93.6,Elazığ,Open-Meteo (ERA5),False
2013,2,69.5,Elazığ,Open-Meteo (ERA5),False
2013,3,54.1,Elazığ,Open-Meteo (ERA5),False
2013,4,72.9,Elazığ,Open-Meteo (ERA5),False
2013,5,70.8,Elazığ,Open-Meteo (ERA5),False
2013,6,2.9,Elazığ,Open-Meteo (ERA5),False
2013,7,0.0,Elazığ,Open-Meteo (ERA5),False
2013,8,0.0,Elazığ,Open-Meteo (ERA5),False
2013,9,10.6,Elazığ,Open-Meteo (ERA5),False
2013,10,14.4,Elazığ,Open-Meteo (ERA5),False
2013,11,53.4,Elazığ,Open-Meteo (ERA5),False
2013,12,27.8,Elazığ,Open-Meteo (ERA5),False
2014,1,51.3,Elazığ,Open-Meteo (ERA5),False
2014,2,33.3,Elazığ,Open-Meteo (ERA5),False
2014,3,69.6,Elazığ,Open-Meteo (ERA5),False
2014,4,78.2,Elazığ,Open-Meteo (ERA5),False
2014,5,53.9,Elazığ,Open-Meteo (ERA5),False
2014,6,9.4,Elazığ,Open-Meteo (ERA5),False
2014,7,0.5,Elazığ,Open-Meteo (ERA5),False
2014,8,4.3,Elazığ,Open-Meteo (ERA5),False
2014,9,36.4,Elazığ,Open-Meteo (ERA5),False
2014,10,88.1,Elazığ,Open-Meteo (ERA5),False
2014,11,55.3,Elazığ,Open-Meteo (ERA5),False
2014,12,48.9,Elazığ,Open-Meteo (ERA5),False
2015,1,110.6,Elazığ,Open-Meteo (ERA5),False
2015,2,100.3,Elazığ,Open-Meteo (ERA5),False
2015,3,126.5,Elazığ,Open-Meteo (ERA5),False
2015,4,66.5,Elazığ,Open-Meteo (ERA5),False
2015,5,72.3,Elazığ,Open-Meteo (ERA5),False
2015,6,10.2,Elazığ,Open-Meteo (ERA5),False
2015,7,0.0,Elazığ,Open-Meteo (ERA5),False
2015,8,0.8,Elazığ,Open-Meteo (ERA5),False
2015,9,3.2,Elazığ,Open-Meteo (ERA5),False
2015,10,94.8,Elazığ,Open-Meteo (ERA5),False
2015,11,27.7,Elazığ,Open-Meteo (ERA5),False
2015,12,8.1,Elazığ,Open-Meteo (ERA5),False
2016,1,120.3,Elazığ,Open-Meteo (ERA5),False
2016,2,104.4,Elazığ,Open-Meteo (ERA5),False
2016,3,64.7,Elazığ,Open-Meteo (ERA5),False
2016,4,20.0,Elazığ,Open-Meteo (ERA5),False
2016,5,58.6,Elazığ,Open-Meteo (ERA5),False
2016,6,18.2,Elazığ,Open-Meteo (ERA5),False
2016,7,4.1,Elazığ,Open-Meteo (ERA5),False
2016,8,1.8,Elazığ,Open-Meteo (ERA5),False
2016,9,21.8,Elazığ,Open-Meteo (ERA5),False
2016,10,2.5,Elazığ,Open-Meteo (ERA5),False
2016,11,32.9,Elazığ,Open-Meteo (ERA5),False
2016,12,91.5,Elazığ,Open-Meteo (ERA5),False
2017,1,30.5,Elazığ,Open-Meteo (ERA5),False
2017,2,4.8,Elazığ,Open-Meteo (ERA5),False
2017,3,72.1,Elazığ,Open-Meteo (ERA5),False
2017,4,114.6,Elazığ,Open-Meteo (ERA5),False
2017,5,127.9,Elazığ,Open-Meteo (ERA5),False
2017,6,7.5,Elazığ,Open-Meteo (ERA5),False
2017,7,0.0,Elazığ,Open-Meteo (ERA5),False
2017,8,0.0,Elazığ,Open-Meteo (ERA5),False
2017,9,0.4,Elazığ,Open-Meteo (ERA5),False
2017,10,7.5,Elazığ,Open-Meteo (ERA5),False
2017,11,39.7,Elazığ,Open-Meteo (ERA5),False
2017,12,37.4,Elazığ,Open-Meteo (ERA5),False
2018,1,119.1,Elazığ,Open-Meteo (ERA5),False
2018,2,44.7,Elazığ,Open-Meteo (ERA5),False
2018,3,33.7,Elazığ,Open-Meteo (ERA5),False
2018,4,15.2,Elazığ,Open-Meteo (ERA5),False
2018,5,94.3,Elazığ,Open-Meteo (ERA5),False
2018,6,9.8,Elazığ,Open-Meteo (ERA5),False
2018,7,0.0,Elazığ,Open-Meteo (ERA5),False
2018,8,0.0,Elazığ,Open-Meteo (ERA5),False
2018,9,0.2,Elazığ,Open-Meteo (ERA5),False
2018,10,62.6,Elazığ,Open-Meteo (ERA5),False
2018,11,53.2,Elazığ,Open-Meteo (ERA5),False
2018,12,126.4,Elazığ,Open-Meteo (ERA5),False
2019,1,74.5,Elazığ,Open-Meteo (ERA5),False
2019,2,53.4,Elazığ,Open-Meteo (ERA5),False
2019,3,85.9,Elazığ,Open-Meteo (ERA5),False
2019,4,109.1,Elazığ,Open-Meteo (ERA5),False
2019,5,39.3,Elazığ,Open-Meteo (ERA5),False
2019,6,0.4,Elazığ,Open-Meteo (ERA5),False
2019,7,0.0,Elazığ,Open-Meteo (ERA5),False
2019,8,0.0,Elazığ,Open-Meteo (ERA5),False
2019,9,0.1,Elazığ,Open-Meteo (ERA5),False
2019,10,6.9,Elazığ,Open-Meteo (ERA5),False
2019,11,11.7,Elazığ,Open-Meteo (ERA5),False
2019,12,125.7,Elazığ,Open-Meteo (ERA5),False
2020,1,67.1,Elazığ,Open-Meteo (ERA5),False
2020,2,42.4,Elazığ,Open-Meteo (ERA5),False
2020,3,130.3,Elazığ,Open-Meteo (ERA5),False
2020,4,65.8,Elazığ,Open-Meteo (ERA5),False
2020,5,82.5,Elazığ,Open-Meteo (ERA5),False
2020,6,3.4,Elazığ,Open-Meteo (ERA5),False
2020,7,0.0,Elazığ,Open-Meteo (ERA5),False
2020,8,0.3,Elazığ,Open-Meteo (ERA5),False
2020,9,2.5,Elazığ,Open-Meteo (ERA5),False
2020,10,0.2,Elazığ,Open-Meteo (ERA5),False
2020,11,59.7,Elazığ,Open-Meteo (ERA5),False
2020,12,53.4,Elazığ,Open-Meteo (ERA5),False
2021,1,69.5,Elazığ,Open-Meteo (ERA5),False
2021,2,13.5,Elazığ,Open-Meteo (ERA5),False
2021,3,78.0,Elazığ,Open-Meteo (ERA5),False
2021,4,15.2,Elazığ,Open-Meteo (ERA5),False
2021,5,0.6,Elazığ,Open-Meteo (ERA5),False
2021,6,0.1,Elazığ,Open-Meteo (ERA5),False
2021,7,0.0,Elazığ,Open-Meteo (ERA5),False
2021,8,2.4,Elazığ,Open-Meteo (ERA5),False
2021,9,1.3,Elazığ,Open-Meteo (ERA5),False
2021,10,35.2,Elazığ,Open-Meteo (ERA5),False
2021,11,33.0,Elazığ,Open-Meteo (ERA5),False
2021,12,45.6,Elazığ,Open-Meteo (ERA5),False
2022,1,69.3,Elazığ,Open-Meteo (ERA5),False
2022,2,41.0,Elazığ,Open-Meteo (ERA5),False
2022,3,144.0,Elazığ,Open-Meteo (ERA5),False
2022,4,36.9,Elazığ,Open-Meteo (ERA5),False
2022,5,94.5,Elazığ,Open-Meteo (ERA5),False
2022,6,8.8,Elazığ,Open-Meteo (ERA5),False
2022,7,0.0,Elazığ,Open-Meteo (ERA5),False
2022,8,0.0,Elazığ,Open-Meteo (ERA5),False
2022,9,0.7,Elazığ,Open-Meteo (ERA5),False
2022,10,32.1,Elazığ,Open-Meteo (ERA5),False
2022,11,64.3,Elazığ,Open-Meteo (ERA5),False
2022,12,11.7,Elazığ,Open-Meteo (ERA5),False
2023,1,12.7,Elazığ,Open-Meteo (ERA5),False
2023,2,58.3,Elazığ,Open-Meteo (ERA5),False
2023,3,168.3,Elazığ,Open-Meteo (ERA5),False
2023,4,116.6,Elazığ,Open-Meteo (ERA5),False
2023,5,70.6,Elazığ,Open-Meteo (ERA5),False
2023,6,10.7,Elazığ,Open-Meteo (ERA5),False
2023,7,3.0,Elazığ,Open-Meteo (ERA5),False
2023,8,0.0,Elazığ,Open-Meteo (ERA5),False
2023,9,3.9,Elazığ,Open-Meteo (ERA5),False
2023,10,43.3,Elazığ,Open-Meteo (ERA5),False
2023,11,112.1,Elazığ,Open-Meteo (ERA5),False
2023,12,72.3,Elazığ,Open-Meteo (ERA5),False
2024,1,87.5,Elazığ,Open-Meteo (ERA5),False
2024,2,69.7,Elazığ,Open-Meteo (ERA5),False
2024,3,65.9,Elazığ,Open-Meteo (ERA5),False
2024,4,38.0,Elazığ,Open-Meteo (ERA5),False
2024,5,68.0,Elazığ,Open-Meteo (ERA5),False
2024,6,5.8,Elazığ,Open-Meteo (ERA5),False
2024,7,1.2,Elazığ,Open-Meteo (ERA5),False
2024,8,0.4,Elazığ,Open-Meteo (ERA5),False
2024,9,27.7,Elazığ,Open-Meteo (ERA5),False
2024,10,15.0,Elazığ,Open-Meteo (ERA5),False
2024,11,43.4,Elazığ,Open-Meteo (ERA5),False
2024,12,28.6,Elazığ,Open-Meteo (ERA5),False
2004,1,199.9,Bingöl,Open-Meteo (ERA5),False
2004,2,189.5,Bingöl,Open-Meteo (ERA5),False
2004,3,49.2,Bingöl,Open-Meteo (ERA5),False
2004,4,150.0,Bingöl,Open-Meteo (ERA5),False
2004,5,112.2,Bingöl,Open-Meteo (ERA5),False
2004,6,17.5,Bingöl,Open-Meteo (ERA5),False
2004,7,1.6,Bingöl,Open-Meteo (ERA5),False
2004,8,0.1,Bingöl,Open-Meteo (ERA5),False
2004,9,1.6,Bingöl,Open-Meteo (ERA5),False
2004,10,27.4,Bingöl,Open-Meteo (ERA5),False
2004,11,195.0,Bingöl,Open-Meteo (ERA5),False
2004,12,28.0,Bingöl,Open-Meteo (ERA5),False
2005,1,104.4,Bingöl,Open-Meteo (ERA5),False
2005,2,93.3,Bingöl,Open-Meteo (ERA5),False
2005,3,154.5,Bingöl,Open-Meteo (ERA5),False
2005,4,164.2,Bingöl,Open-Meteo (ERA5),False
2005,5,69.7,Bingöl,Open-Meteo (ERA5),False
2005,6,65.1,Bingöl,Open-Meteo (ERA5),False
2005,7,0.8,Bingöl,Open-Meteo (ERA5),False
2005,8,2.5,Bingöl,Open-Meteo (ERA5),False
2005,9,12.6,Bingöl,Open-Meteo (ERA5),False
2005,10,132.6,Bingöl,Open-Meteo (ERA5),False
2005,11,73.2,Bingöl,Open-Meteo (ERA5),False
2005,12,133.3,Bingöl,Open-Meteo (ERA5),False
2006,1,119.9,Bingöl,Open-Meteo (ERA5),False
2006,2,173.4,Bingöl,Open-Meteo (ERA5),False
2006,3,164.4,Bingöl,Open-Meteo (ERA5),False
2006,4,227.6,Bingöl,Open-Meteo (ERA5),False
2006,5,130.5,Bingöl,Open-Meteo (ERA5),False
2006,6,2.0,Bingöl,Open-Meteo (ERA5),False
2006,7,22.0,Bingöl,Open-Meteo (ERA5),False
2006,8,2.4,Bingöl,Open-Meteo (ERA5),False
2006,9,7.8,Bingöl,Open-Meteo (ERA5),False
2006,10,155.1,Bingöl,Open-Meteo (ERA5),False
2006,11,148.4,Bingöl,Open-Meteo (ERA5),False
2006,12,15.9,Bingöl,Open-Meteo (ERA5),False
2007,1,61.2,Bingöl,Open-Meteo (ERA5),False
2007,2,85.5,Bingöl,Open-Meteo (ERA5),False
2007,3,153.9,Bingöl,Open-Meteo (ERA5),False
2007,4,190.6,Bingöl,Open-Meteo (ERA5),False
2007,5,87.9,Bingöl,Open-Meteo (ERA5),False
2007,6,13.6,Bingöl,Open-Meteo (ERA5),False
2007,7,13.2,Bingöl,Open-Meteo (ERA5),False
2007,8,11.4,Bingöl,Open-Meteo (ERA5),False
2007,9,0.5,Bingöl,Open-Meteo (ERA5),False
2007,10,50.8,Bingöl,Open-Meteo (ERA5),False
2007,11,116.2,Bingöl,Open-Meteo (ERA5),False
2007,12,121.0,Bingöl,Open-Meteo (ERA5),False
2008,1,125.7,Bingöl,Open-Meteo (ERA5),False
2008,2,74.4,Bingöl,Open-Meteo (ERA5),False
2008,3,69.4,Bingöl,Open-Meteo (ERA5),False
2008,4,73.5,Bingöl,Open-Meteo (ERA5),False
2008,5,104.2,Bingöl,Open-Meteo (ERA5),False
2008,6,28.2,Bingöl,Open-Meteo (ERA5),False
2008,7,0.9,Bingöl,Open-Meteo (ERA5),False
2008,8,6.5,Bingöl,Open-Meteo (ERA5),False
2008,9,66.6,Bingöl,Open-Meteo (ERA5),False
2008,10,46.9,Bingöl,Open-Meteo (ERA5),False
2008,11,85.7,Bingöl,Open-Meteo (ERA5),False
2008,12,102.2,Bingöl,Open-Meteo (ERA5),False
2009,1,82.3,Bingöl,Open-Meteo (ERA5),False
2009,2,203.4,Bingöl,Open-Meteo (ERA5),False
2009,3,189.1,Bingöl,Open-Meteo (ERA5),False
2009,4,112.4,Bingöl,Open-Meteo (ERA5),False
2009,5,63.0,Bingöl,Open-Meteo (ERA5),False
2009,6,31.7,Bingöl,Open-Meteo (ERA5),False
2009,7,19.7,Bingöl,Open-Meteo (ERA5),False
2009,8,5.2,Bingöl,Open-Meteo (ERA5),False
2009,9,61.3,Bingöl,Open-Meteo (ERA5),False
2009,10,86.4,Bingöl,Open-Meteo (ERA5),False
2009,11,165.5,Bingöl,Open-Meteo (ERA5),False
2009,12,154.0,Bingöl,Open-Meteo (ERA5),False
2010,1,289.7,Bingöl,Open-Meteo (ERA5),False
2010,2,86.6,Bingöl,Open-Meteo (ERA5),False
2010,3,168.5,Bingöl,Open-Meteo (ERA5),False
2010,4,150.9,Bingöl,Open-Meteo (ERA5),False
2010,5,76.9,Bingöl,Open-Meteo (ERA5),False
2010,6,26.7,Bingöl,Open-Meteo (ERA5),False
2010,7,1.5,Bingöl,Open-Meteo (ERA5),False
2010,8,3.6,Bingöl,Open-Meteo (ERA5),False
2010,9,9.1,Bingöl,Open-Meteo (ERA5),False
2010,10,95.5,Bingöl,Open-Meteo (ERA5),False
2010,11,0.0,Bingöl,Open-Meteo (ERA5),False
2010,12,111.5,Bingöl,Open-Meteo (ERA5),False
2011,1,91.4,Bingöl,Open-Meteo (ERA5),False
2011,2,127.1,Bingöl,Open-Meteo (ERA5),False
2011,3,120.2,Bingöl,Open-Meteo (ERA5),False
2011,4,272.7,Bingöl,Open-Meteo (ERA5),False
2011,5,163.0,Bingöl,Open-Meteo (ERA5),False
2011,6,34.2,Bingöl,Open-Meteo (ERA5),False
2011,7,13.2,Bingöl,Open-Meteo (ERA5),False
2011,8,1.8,Bingöl,Open-Meteo (ERA5),False
2011,9,19.0,Bingöl,Open-Meteo (ERA5),False
2011,10,36.9,Bingöl,Open-Meteo (ERA5),False
2011,11,84.9,Bingöl,Open-Meteo (ERA5),False
2011,12,65.1,Bingöl,Open-Meteo (ERA5),False
2012,1,190.5,Bingöl,Open-Meteo (ERA5),False
2012,2,173.5,Bingöl,Open-Meteo (ERA5),False
2012,3,95.9,Bingöl,Open-Meteo (ERA5),False
2012,4,122.7,Bingöl,Open-Meteo (ERA5),False
2012,5,139.2,Bingöl,Open-Meteo (ERA5),False
2012,6,9.3,Bingöl,Open-Meteo (ERA5),False
2012,7,4.8,Bingöl,Open-Meteo (ERA5),False
2012,8,0.2,Bingöl,Open-Meteo (ERA5),False
2012,9,7.9,Bingöl,Open-Meteo (ERA5),False
2012,10,88.0,Bingöl,Open-Meteo (ERA5),False
2012,11,87.3,Bingöl,Open-Meteo (ERA5),False
2012,12,235.4,Bingöl,Open-Meteo (ERA5),False
2013,1,203.8,Bingöl,Open-Meteo (ERA5),False
2013,2,128.5,Bingöl,Open-Meteo (ERA5),False
2013,3,113.1,Bingöl,Open-Meteo (ERA5),False
2013,4,112.1,Bingöl,Open-Meteo (ERA5),False
2013,5,96.8,Bingöl,Open-Meteo (ERA5),False
2013,6,9.8,Bingöl,Open-Meteo (ERA5),False
2013,7,0.0,Bingöl,Open-Meteo (ERA5),False
2013,8,0.3,Bingöl,Open-Meteo (ERA5),False
2013,9,38.2,Bingöl,Open-Meteo (ERA5),False
2013,10,35.0,Bingöl,Open-Meteo (ERA5),False
2013,11,72.9,Bingöl,Open-Meteo (ERA5),False
2013,12,49.9,Bingöl,Open-Meteo (ERA5),False
2014,1,96.6,Bingöl,Open-Meteo (ERA5),False
2014,2,36.6,Bingöl,Open-Meteo (ERA5),False
2014,3,111.6,Bingöl,Open-Meteo (ERA5),False
2014,4,111.6,Bingöl,Open-Meteo (ERA5),False
2014,5,74.9,Bingöl,Open-Meteo (ERA5),False
2014,6,22.1,Bingöl,Open-Meteo (ERA5),False
2014,7,4.7,Bingöl,Open-Meteo (ERA5),False
2014,8,2.9,Bingöl,Open-Meteo (ERA5),False
2014,9,63.4,Bingöl,Open-Meteo (ERA5),False
2014,10,58.5,Bingöl,Open-Meteo (ERA5),False
2014,11,66.2,Bingöl,Open-Meteo (ERA5),False
2014,12,85.6,Bingöl,Open-Meteo (ERA5),False
2015,1,183.2,Bingöl,Open-Meteo (ERA5),False
2015,2,138.3,Bingöl,Open-Meteo (ERA5),False
2015,3,174.5,Bingöl,Open-Meteo (ERA5),False
2015,4,156.9,Bingöl,Open-Meteo (ERA5),False
2015,5,133.5,Bingöl,Open-Meteo (ERA5),False
2015,6,20.2,Bingöl,Open-Meteo (ERA5),False
2015,7,0.2,Bingöl,Open-Meteo (ERA5),False
2015,8,4.5,Bingöl,Open-Meteo (ERA5),False
2015,9,1.8,Bingöl,Open-Meteo (ERA5),False
2015,10,138.0,Bingöl,Open-Meteo (ERA5),False
2015,11,43.5,Bingöl,Open-Meteo (ERA5),False
2015,12,33.5,Bingöl,Open-Meteo (ERA5),False
2016,1,214.5,Bingöl,Open-Meteo (ERA5),False
2016,2,108.9,Bingöl,Open-Meteo (ERA5),False
2016,3,171.0,Bingöl,Open-Meteo (ERA5),False
2016,4,65.1,Bingöl,Open-Meteo (ERA5),False
2016,5,87.4,Bingöl,Open-Meteo (ERA5),False
2016,6,41.6,Bingöl,Open-Meteo (ERA5),False
2016,7,5.5,Bingöl,Open-Meteo (ERA5),False
2016,8,0.9,Bingöl,Open-Meteo (ERA5),False
2016,9,33.2,Bingöl,Open-Meteo (ERA5),False
2016,10,8.8,Bingöl,Open-Meteo (ERA5),False
2016,11,53.4,Bingöl,Open-Meteo (ERA5),False
2016,12,166.0,Bingöl,Open-Meteo (ERA5),False
2017,1,78.9,Bingöl,Open-Meteo (ERA5),False
2017,2,18.7,Bingöl,Open-Meteo (ERA5),False
2017,3,129.9,Bingöl,Open-Meteo (ERA5),False
2017,4,197.6,Bingöl,Open-Meteo (ERA5),False
2017,5,99.9,Bingöl,Open-Meteo (ERA5),False
2017,6,14.2,Bingöl,Open-Meteo (ERA5),False
2017,7,0.0,Bingöl,Open-Meteo (ERA5),False
2017,8,0.5,Bingöl,Open-Meteo (ERA5),False
2017,9,0.1,Bingöl,Open-Meteo (ERA5),False
2017,10,46.0,Bingöl,Open-Meteo (ERA5),False
2017,11,122.2,Bingöl,Open-Meteo (ERA5),False
2017,12,80.5,Bingöl,Open-Meteo (ERA5),False
2018,1,170.9,Bingöl,Open-Meteo (ERA5),False
2018,2,83.9,Bingöl,Open-Meteo (ERA5),False
2018,3,130.5,Bingöl,Open-Meteo (ERA5),False
2018,4,23.5,Bingöl,Open-Meteo (ERA5),False
2018,5,119.6,Bingöl,Open-Meteo (ERA5),False
2018,6,11.7,Bingöl,Open-Meteo (ERA5),False
2018,7,0.1,Bingöl,Open-Meteo (ERA5),False
2018,8,0.0,Bingöl,Open-Meteo (ERA5),False
2018,9,2.9,Bingöl,Open-Meteo (ERA5),False
2018,10,181.7,Bingöl,Open-Meteo (ERA5),False
2018,11,87.7,Bingöl,Open-Meteo (ERA5),False
2018,12,326.2,Bingöl,Open-Meteo (ERA5),False
2019,1,229.6,Bingöl,Open-Meteo (ERA5),False
2019,2,84.5,Bingöl,Open-Meteo (ERA5),False
2019,3,149.4,Bingöl,Open-Meteo (ERA5),False
2019,4,174.3,Bingöl,Open-Meteo (ERA5),False
2019,5,72.8,Bingöl,Open-Meteo (ERA5),False
2019,6,2.3,Bingöl,Open-Meteo (ERA5),False
2019,7,0.1,Bingöl,Open-Meteo (ERA5),False
2019,8,0.6,Bingöl,Open-Meteo (ERA5),False
2019,9,0.8,Bingöl,Open-Meteo (ERA5),False
2019,10,18.5,Bingöl,Open-Meteo (ERA5),False
2019,11,57.2,Bingöl,Open-Meteo (ERA5),False
2019,12,208.2,Bingöl,Open-Meteo (ERA5),False
2020,1,115.3,Bingöl,Open-Meteo (ERA5),False
2020,2,123.8,Bingöl,Open-Meteo (ERA5),False
2020,3,165.4,Bingöl,Open-Meteo (ERA5),False
2020,4,127.3,Bingöl,Open-Meteo (ERA5),False
2020,5,123.8,Bingöl,Open-Meteo (ERA5),False
2020,6,10.0,Bingöl,Open-Meteo (ERA5),False
2020,7,3.5,Bingöl,Open-Meteo (ERA5),False
2020,8,1.5,Bingöl,Open-Meteo (ERA5),False
2020,9,1.1,Bingöl,Open-Meteo (ERA5),False
2020,10,2.8,Bingöl,Open-Meteo (ERA5),False
2020,11,74.9,Bingöl,Open-Meteo (ERA5),False
2020,12,59.3,Bingöl,Open-Meteo (ERA5),False
2021,1,191.0,Bingöl,Open-Meteo (ERA5),False
2021,2,53.1,Bingöl,Open-Meteo (ERA5),False
2021,3,176.8,Bingöl,Open-Meteo (ERA5),False
2021,4,30.8,Bingöl,Open-Meteo (ERA5),False
2021,5,2.2,Bingöl,Open-Meteo (ERA5),False
2021,6,0.3,Bingöl,Open-Meteo (ERA5),False
2021,7,0.3,Bingöl,Open-Meteo (ERA5),False
2021,8,0.3,Bingöl,Open-Meteo (ERA5),False
2021,9,3.1,Bingöl,Open-Meteo (ERA5),False
2021,10,48.1,Bingöl,Open-Meteo (ERA5),False
2021,11,77.1,Bingöl,Open-Meteo (ERA5),False
2021,12,132.3,Bingöl,Open-Meteo (ERA5),False
2022,1,183.9,Bingöl,Open-Meteo (ERA5),False
2022,2,61.1,Bingöl,Open-Meteo (ERA5),False
2022,3,296.9,Bingöl,Open-Meteo (ERA5),False
2022,4,59.1,Bingöl,Open-Meteo (ERA5),False
2022,5,75.0,Bingöl,Open-Meteo (ERA5),False
2022,6,24.9,Bingöl,Open-Meteo (ERA5),False
2022,7,0.0,Bingöl,Open-Meteo (ERA5),False
2022,8,0.0,Bingöl,Open-Meteo (ERA5),False
2022,9,3.2,Bingöl,Open-Meteo (ERA5),False
2022,10,72.7,Bingöl,Open-Meteo (ERA5),False
2022,11,90.0,Bingöl,Open-Meteo (ERA5),False
2022,12,11.5,Bingöl,Open-Meteo (ERA5),False
2023,1,20.5,Bingöl,Open-Meteo (ERA5),False
2023,2,115.5,Bingöl,Open-Meteo (ERA5),False
2023,3,178.2,Bingöl,Open-Meteo (ERA5),False
2023,4,213.7,Bingöl,Open-Meteo (ERA5),False
2023,5,51.5,Bingöl,Open-Meteo (ERA5),False
2023,6,12.5,Bingöl,Open-Meteo (ERA5),False
2023,7,0.3,Bingöl,Open-Meteo (ERA5),False
2023,8,0.1,Bingöl,Open-Meteo (ERA5),False
2023,9,0.1,Bingöl,Open-Meteo (ERA5),False
2023,10,59.3,Bingöl,Open-Meteo (ERA5),False
2023,11,245.0,Bingöl,Open-Meteo (ERA5),False
2023,12,146.6,Bingöl,Open-Meteo (ERA5),False
2024,1,155.4,Bingöl,Open-Meteo (ERA5),False
2024,2,79.5,Bingöl,Open-Meteo (ERA5),False
2024,3,178.0,Bingöl,Open-Meteo (ERA5),False
2024,4,39.4,Bingöl,Open-Meteo (ERA5),False
2024,5,105.0,Bingöl,Open-Meteo (ERA5),False
2024,6,11.6,Bingöl,Open-Meteo (ERA5),False
2024,7,9.8,Bingöl,Open-Meteo (ERA5),False
2024,8,0.3,Bingöl,Open-Meteo (ERA5),False
2024,9,12.7,Bingöl,Open-Meteo (ERA5),False
2024,10,29.3,Bingöl,Open-Meteo (ERA5),False
2024,11,64.0,Bingöl,Open-Meteo (ERA5),False
2024,12,44.8,Bingöl,Open-Meteo (ERA5),False
2004,1,145.1,Tunceli,Open-Meteo (ERA5),False
2004,2,103.1,Tunceli,Open-Meteo (ERA5),False
2004,3,28.0,Tunceli,Open-Meteo (ERA5),False
2004,4,96.1,Tunceli,Open-Meteo (ERA5),False
2004,5,42.6,Tunceli,Open-Meteo (ERA5),False
2004,6,1.9,Tunceli,Open-Meteo (ERA5),False
2004,7,0.6,Tunceli,Open-Meteo (ERA5),False
2004,8,0.1,Tunceli,Open-Meteo (ERA5),False
2004,9,0.2,Tunceli,Open-Meteo (ERA5),False
2004,10,8.3,Tunceli,Open-Meteo (ERA5),False
2004,11,133.2,Tunceli,Open-Meteo (ERA5),False
2004,12,25.2,Tunceli,Open-Meteo (ERA5),False
2005,1,83.8,Tunceli,Open-Meteo (ERA5),False
2005,2,55.0,Tunceli,Open-Meteo (ERA5),False
