il,year,month,ndvi,source
Bingöl,2008,5,0.1539,Landsat7
Bingöl,2008,6,0.1721,Landsat7
Bingöl,2008,7,0.1641,Landsat7
Bingöl,2008,8,0.1247,Landsat7
Bingöl,2008,9,0.1256,Landsat7
Bingöl,2008,10,0.137,Landsat7
Bingöl,2008,11,,Landsat7
Bingöl,2008,12,0.0784,Landsat7
Bingöl,2009,1,,Landsat7
Bingöl,2009,2,,Landsat7
Bingöl,2009,3,,Landsat7
Bingöl,2009,4,,Landsat7
Bingöl,2009,5,0.2114,Landsat7
Bingöl,2009,6,0.243,Landsat7
Bingöl,2009,7,,Landsat7
Bingöl,2009,8,0.1483,Landsat7
Bingöl,2009,9,0.1531,Landsat7
Bingöl,2009,10,0.0975,Landsat7
Bingöl,2009,11,0.1255,Landsat7
Bingöl,2009,12,,Landsat7
Bingöl,2010,1,-0.0186,Landsat7
Bingöl,2010,2,,Landsat7
Bingöl,2010,3,,Landsat7
Bingöl,2010,4,,Landsat7
Bingöl,2010,5,0.237,Landsat7
Bingöl,2010,6,0.2258,Landsat7
Bingöl,2010,7,0.1723,Landsat7
Bingöl,2010,8,0.1536,Landsat7
Bingöl,2010,9,0.103,Landsat7
Bingöl,2010,10,0.1233,Landsat7
Bingöl,2010,11,0.1325,Landsat7
Bingöl,2010,12,,Landsat7
Bingöl,2011,1,,Landsat7
Bingöl,2011,2,,Landsat7
Bingöl,2011,3,0.041,Landsat7
Bingöl,2011,4,,Landsat7
Bingöl,2011,5,0.2475,Landsat7
Bingöl,2011,6,0.2703,Landsat7
Bingöl,2011,7,0.1974,Landsat7
Bingöl,2011,8,0.1695,Landsat7
Bingöl,2011,9,0.1611,Landsat7
Bingöl,2011,10,,Landsat7
Bingöl,2011,11,,Landsat7
Bingöl,2011,12,0.0072,Landsat7
Bingöl,2012,1,,Landsat7
Bingöl,2012,2,-0.0038,Landsat7
Bingöl,2012,3,-0.0993,Landsat7
Bingöl,2012,4,-0.0066,Landsat7
Bingöl,2012,5,0.1881,Landsat7
Bingöl,2012,6,0.2161,Landsat7
Bingöl,2012,7,0.1762,Landsat7
Bingöl,2012,8,0.1577,Landsat7
Bingöl,2012,9,0.1322,Landsat7
Bingöl,2012,10,0.1366,Landsat7
Bingöl,2012,11,0.1346,Landsat7
Bingöl,2012,12,0.1003,Landsat7
Bingöl,2013,1,0.0363,Landsat7
Bingöl,2013,2,,Landsat7
Bingöl,2013,3,,Landsat7
Bingöl,2013,4,0.1645,Landsat7
Bingöl,2013,5,0.2683,Landsat7
Bingöl,2013,6,0.2274,Landsat7
Bingöl,2013,7,0.1775,Landsat7
Bingöl,2013,8,0.1621,Landsat7
Bingöl,2013,9,0.1455,Landsat7
Bingöl,2013,10,,Landsat7
Bingöl,2013,11,0.0952,Landsat7
Bingöl,2013,12,-0.0121,Landsat7
Bingöl,2014,1,0.0131,Landsat7
Bingöl,2014,2,0.0204,Landsat7
Bingöl,2014,3,,Landsat7
Bingöl,2014,4,,Landsat7
Bingöl,2014,5,,Landsat7
Bingöl,2014,6,0.2269,Landsat7
Bingöl,2014,7,0.1876,Landsat7
Bingöl,2014,8,0.1609,Landsat7
Bingöl,2014,9,0.1309,Landsat7
Bingöl,2014,10,0.1474,Landsat7
Bingöl,2014,11,0.1583,Landsat7
Bingöl,2014,12,,Landsat7
Bingöl,2015,1,-0.1094,Landsat7
Bingöl,2015,2,-0.0081,Landsat7
Bingöl,2015,3,,Landsat7
Bingöl,2015,4,0.1002,Landsat7
Bingöl,2015,5,0.2052,Landsat7
Bingöl,2015,6,0.2089,Landsat7
Bingöl,2015,7,0.187,Landsat7
Bingöl,2015,8,0.1623,Landsat7
Bingöl,2015,9,0.1414,Landsat7
Bingöl,2015,10,,Landsat7
Bingöl,2015,11,,Landsat7
Bingöl,2015,12,0.0976,Landsat7
Bingöl,2016,1,,Landsat7
Bingöl,2016,2,-0.0568,Landsat7
Bingöl,2016,3,,Landsat7
Bingöl,2016,4,0.1427,Landsat7
Bingöl,2016,5,0.2162,Landsat7
Bingöl,2016,6,,Landsat7
Bingöl,2016,7,0.1776,Landsat7
Bingöl,2016,8,0.1404,Landsat7
Bingöl,2016,9,0.148,Landsat7
Bingöl,2016,10,0.1206,Landsat7
Bingöl,2016,11,0.0921,Landsat7
Bingöl,2016,12,,Landsat7
Bingöl,2017,1,,Sentinel-2
Bingöl,2017,2,,Sentinel-2
Bingöl,2017,3,0.0506,Sentinel-2
Bingöl,2017,4,0.3345,Sentinel-2
Bingöl,2017,5,0.4339,Sentinel-2
Bingöl,2017,6,0.4822,Sentinel-2
Bingöl,2017,7,0.3895,Sentinel-2
Bingöl,2017,8,0.3422,Sentinel-2
Bingöl,2017,9,0.3179,Sentinel-2
Bingöl,2017,10,0.2953,Sentinel-2
Bingöl,2017,11,0.2715,Sentinel-2
Bingöl,2017,12,0.2235,Sentinel-2
Bingöl,2018,1,0.2048,Sentinel-2
Bingöl,2018,2,0.1386,Sentinel-2
Bingöl,2018,3,0.2805,Sentinel-2
Bingöl,2018,4,0.4372,Sentinel-2
Bingöl,2018,5,0.5481,Sentinel-2
Bingöl,2018,6,0.4783,Sentinel-2
Bingöl,2018,7,0.385,Sentinel-2
Bingöl,2018,8,0.3408,Sentinel-2
Bingöl,2018,9,0.3239,Sentinel-2
Bingöl,2018,10,0.2679,Sentinel-2
Bingöl,2018,11,0.3153,Sentinel-2
Bingöl,2018,12,0.3825,Sentinel-2
Bingöl,2019,1,-0.0102,Sentinel-2
Bingöl,2019,2,0.0396,Sentinel-2
Bingöl,2019,3,0.0893,Sentinel-2
Bingöl,2019,4,0.3055,Sentinel-2
Bingöl,2019,5,0.4774,Sentinel-2
Bingöl,2019,6,0.4385,Sentinel-2
Bingöl,2019,7,0.3858,Sentinel-2
Bingöl,2019,8,0.3399,Sentinel-2
Bingöl,2019,9,0.3328,Sentinel-2
Bingöl,2019,10,0.306,Sentinel-2
Bingöl,2019,11,0.2969,Sentinel-2
Bingöl,2019,12,0.2316,Sentinel-2
Bingöl,2020,1,0.1038,Sentinel-2
Bingöl,2020,2,0.0965,Sentinel-2
Bingöl,2020,3,0.1336,Sentinel-2
Bingöl,2020,4,0.3016,Sentinel-2
Bingöl,2020,5,0.5263,Sentinel-2
Bingöl,2020,6,0.4669,Sentinel-2
Bingöl,2020,7,0.3951,Sentinel-2
Bingöl,2020,8,0.3563,Sentinel-2
Bingöl,2020,9,0.3282,Sentinel-2
Bingöl,2020,10,0.3167,Sentinel-2
Bingöl,2020,11,0.2974,Sentinel-2
Bingöl,2020,12,0.2971,Sentinel-2
Bingöl,2021,1,0.1907,Sentinel-2
Bingöl,2021,2,0.0896,Sentinel-2
Bingöl,2021,3,0.1962,Sentinel-2
Bingöl,2021,4,0.3728,Sentinel-2
Bingöl,2021,5,0.4629,Sentinel-2
Bingöl,2021,6,0.3926,Sentinel-2
Bingöl,2021,7,0.3271,Sentinel-2
Bingöl,2021,8,0.3044,Sentinel-2
Bingöl,2021,9,0.3094,Sentinel-2
Bingöl,2021,10,0.2778,Sentinel-2
Bingöl,2021,11,0.2594,Sentinel-2
Bingöl,2021,12,0.2477,Sentinel-2
Bingöl,2022,1,0.0246,Sentinel-2
Bingöl,2022,2,-0.0205,Sentinel-2
Bingöl,2022,3,-0.0017,Sentinel-2
Bingöl,2022,4,0.2442,Sentinel-2
Bingöl,2022,5,0.519,Sentinel-2
Bingöl,2022,6,0.4571,Sentinel-2
Bingöl,2022,7,0.3874,Sentinel-2
Bingöl,2022,8,0.3384,Sentinel-2
Bingöl,2022,9,0.3231,Sentinel-2
Bingöl,2022,10,0.3236,Sentinel-2
Bingöl,2022,11,0.2678,Sentinel-2
Bingöl,2022,12,0.2761,Sentinel-2
Bingöl,2023,1,0.2126,Sentinel-2
Bingöl,2023,2,-0.0216,Sentinel-2
Bingöl,2023,3,,Sentinel-2
Bingöl,2023,4,0.3954,Sentinel-2
Bingöl,2023,5,0.5186,Sentinel-2
Bingöl,2023,6,0.5248,Sentinel-2
Bingöl,2023,7,0.4367,Sentinel-2
Bingöl,2023,8,0.3723,Sentinel-2
Bingöl,2023,9,0.3562,Sentinel-2
Bingöl,2023,10,0.3814,Sentinel-2
Bingöl,2023,11,0.3546,Sentinel-2
Bingöl,2023,12,0.2479,Sentinel-2
Bingöl,2024,1,0.1344,Sentinel-2
Bingöl,2024,2,0.1304,Sentinel-2
Bingöl,2024,3,0.1695,Sentinel-2
Bingöl,2024,4,0.3652,Sentinel-2
Bingöl,2024,5,0.573,Sentinel-2
Bingöl,2024,6,0.475,Sentinel-2
Bingöl,2024,7,0.3834,Sentinel-2
Bingöl,2024,8,0.361,Sentinel-2
Bingöl,2024,9,0.336,Sentinel-2
Bingöl,2024,10,0.359,Sentinel-2
Bingöl,2024,11,0.2623,Sentinel-2
Bingöl,2024,12,0.15,Sentinel-2
Tunceli,2004,1,-0.0238,Landsat7
Tunceli,2004,2,,Landsat7
Tunceli,2004,3,0.009,Landsat7
Tunceli,2004,4,0.0448,Landsat7
Tunceli,2004,5,0.1763,Landsat7
Tunceli,2004,6,0.2247,Landsat7
Tunceli,2004,7,0.2014,Landsat7
Tunceli,2004,8,0.1612,Landsat7
Tunceli,2004,9,0.1574,Landsat7
Tunceli,2004,10,0.1346,Landsat7
Tunceli,2004,11,0.0996,Landsat7
Tunceli,2004,12,-0.0128,Landsat7
Tunceli,2005,1,-0.0243,Landsat7
Tunceli,2005,2,-0.0269,Landsat7
Tunceli,2005,3,0.0023,Landsat7
Tunceli,2005,4,0.0336,Landsat7
Tunceli,2005,5,0.178,Landsat7
Tunceli,2005,6,,Landsat7
Tunceli,2005,7,0.1762,Landsat7
Tunceli,2005,8,0.1548,Landsat7
Tunceli,2005,9,0.1366,Landsat7
Tunceli,2005,10,,Landsat7
Tunceli,2005,11,0.0668,Landsat7
Tunceli,2005,12,,Landsat7
Tunceli,2006,1,,Landsat7
Tunceli,2006,2,-0.0043,Landsat7
Tunceli,2006,3,-0.1265,Landsat7
Tunceli,2006,4,0.1319,Landsat7
Tunceli,2006,5,0.2214,Landsat7
Tunceli,2006,6,0.2206,Landsat7
Tunceli,2006,7,0.1895,Landsat7
Tunceli,2006,8,0.1654,Landsat7
Tunceli,2006,9,0.1527,Landsat7
Tunceli,2006,10,0.1376,Landsat7
Tunceli,2006,11,0.0751,Landsat7
Tunceli,2006,12,0.0802,Landsat7
Tunceli,2007,1,,Landsat7
Tunceli,2007,2,-0.0439,Landsat7
Tunceli,2007,3,-0.0069,Landsat7
Tunceli,2007,4,0.0864,Landsat7
Tunceli,2007,5,0.1566,Landsat7
Tunceli,2007,6,0.1927,Landsat7
Tunceli,2007,7,0.175,Landsat7
Tunceli,2007,8,,Landsat7
Tunceli,2007,9,,Landsat7
Tunceli,2007,10,0.1361,Landsat7
Tunceli,2007,11,0.0787,Landsat7
Tunceli,2007,12,0.038,Landsat7
Tunceli,2008,1,-0.026,Landsat7
Tunceli,2008,2,-0.0705,Landsat7
Tunceli,2008,3,0.0059,Landsat7
Tunceli,2008,4,,Landsat7
Tunceli,2008,5,0.1783,Landsat7
Tunceli,2008,6,0.1958,Landsat7
Tunceli,2008,7,0.1664,Landsat7
Tunceli,2008,8,0.1473,Landsat7
Tunceli,2008,9,0.1429,Landsat7
Tunceli,2008,10,0.1079,Landsat7
Tunceli,2008,11,0.0972,Landsat7
Tunceli,2008,12,0.0316,Landsat7
Tunceli,2009,1,,Landsat7
Tunceli,2009,2,,Landsat7
Tunceli,2009,3,,Landsat7
Tunceli,2009,4,0.0257,Landsat7
Tunceli,2009,5,0.1992,Landsat7
Tunceli,2009,6,0.2146,Landsat7
Tunceli,2009,7,0.1848,Landsat7
Tunceli,2009,8,0.1667,Landsat7
Tunceli,2009,9,0.1442,Landsat7
Tunceli,2009,10,0.1261,Landsat7
Tunceli,2009,11,0.0951,Landsat7
Tunceli,2009,12,0.0876,Landsat7
Tunceli,2010,1,-0.0167,Landsat7
Tunceli,2010,2,,Landsat7
Tunceli,2010,3,0.0666,Landsat7
Tunceli,2010,4,0.1498,Landsat7
Tunceli,2010,5,0.1999,Landsat7
Tunceli,2010,6,0.2051,Landsat7
Tunceli,2010,7,0.1886,Landsat7
Tunceli,2010,8,0.1544,Landsat7
Tunceli,2010,9,0.1299,Landsat7
Tunceli,2010,10,0.1219,Landsat7
Tunceli,2010,11,0.1171,Landsat7
Tunceli,2010,12,0.0439,Landsat7
Tunceli,2011,1,0.0078,Landsat7
Tunceli,2011,2,-0.1035,Landsat7
Tunceli,2011,3,0.0246,Landsat7
Tunceli,2011,4,0.0589,Landsat7
Tunceli,2011,5,0.2188,Landsat7
Tunceli,2011,6,0.2605,Landsat7
Tunceli,2011,7,0.1985,Landsat7
Tunceli,2011,8,0.1854,Landsat7
Tunceli,2011,9,0.1681,Landsat7
Tunceli,2011,10,0.1486,Landsat7
Tunceli,2011,11,0.0766,Landsat7
Tunceli,2011,12,0.0525,Landsat7
Tunceli,2012,1,-0.0142,Landsat7
Tunceli,2012,2,-0.0825,Landsat7
Tunceli,2012,3,-0.0661,Landsat7
Tunceli,2012,4,0.0036,Landsat7
Tunceli,2012,5,0.1616,Landsat7
Tunceli,2012,6,0.2259,Landsat7
Tunceli,2012,7,0.1941,Landsat7
Tunceli,2012,8,0.176,Landsat7
Tunceli,2012,9,0.1569,Landsat7
Tunceli,2012,10,0.1393,Landsat7
Tunceli,2012,11,0.1121,Landsat7
Tunceli,2012,12,0.0247,Landsat7
Tunceli,2013,1,-0.0293,Landsat7
Tunceli,2013,2,,Landsat7
Tunceli,2013,3,,Landsat7
Tunceli,2013,4,0.0911,Landsat7
Tunceli,2013,5,0.2047,Landsat7
Tunceli,2013,6,0.2202,Landsat7
Tunceli,2013,7,0.1841,Landsat7
Tunceli,2013,8,0.173,Landsat7
Tunceli,2013,9,0.1596,Landsat7
Tunceli,2013,10,0.1335,Landsat7
Tunceli,2013,11,0.0905,Landsat7
Tunceli,2013,12,0.0144,Landsat7
Tunceli,2014,1,0.0512,Landsat7
Tunceli,2014,2,0.0284,Landsat7
Tunceli,2014,3,,Landsat7
Tunceli,2014,4,,Landsat7
Tunceli,2014,5,,Landsat7
Tunceli,2014,6,0.1867,Landsat7
Tunceli,2014,7,0.1788,Landsat7
Tunceli,2014,8,0.1641,Landsat7
Tunceli,2014,9,0.1434,Landsat7
Tunceli,2014,10,0.1396,Landsat7
Tunceli,2014,11,0.119,Landsat7
Tunceli,2014,12,,Landsat7
Tunceli,2015,1,-0.0845,Landsat7
Tunceli,2015,2,-0.0047,Landsat7
Tunceli,2015,3,-0.0006,Landsat7
Tunceli,2015,4,0.0336,Landsat7
Tunceli,2015,5,0.1854,Landsat7
Tunceli,2015,6,0.2267,Landsat7
Tunceli,2015,7,0.1906,Landsat7
Tunceli,2015,8,0.1704,Landsat7
Tunceli,2015,9,0.1406,Landsat7
Tunceli,2015,10,0.1463,Landsat7
Tunceli,2015,11,,Landsat7
Tunceli,2015,12,0.072,Landsat7
Tunceli,2016,1,,Landsat7
Tunceli,2016,2,-0.0421,Landsat7
Tunceli,2016,3,0.0478,Landsat7
Tunceli,2016,4,0.1152,Landsat7
Tunceli,2016,5,0.1786,Landsat7
Tunceli,2016,6,0.1996,Landsat7
Tunceli,2016,7,0.1963,Landsat7
Tunceli,2016,8,0.1689,Landsat7
Tunceli,2016,9,0.1559,Landsat7
Tunceli,2016,10,0.1357,Landsat7
Tunceli,2016,11,0.0919,Landsat7
Tunceli,2016,12,-0.0319,Landsat7
Tunceli,2017,1,,Sentinel-2
Tunceli,2017,2,,Sentinel-2
Tunceli,2017,3,,Sentinel-2
Tunceli,2017,4,,Sentinel-2
Tunceli,2017,5,,Sentinel-2
Tunceli,2017,6,0.4778,Sentinel-2
Tunceli,2017,7,0.4017,Sentinel-2
Tunceli,2017,8,0.36,Sentinel-2
Tunceli,2017,9,0.3388,Sentinel-2
Tunceli,2017,10,0.3603,Sentinel-2
Tunceli,2017,11,0.2606,Sentinel-2
Tunceli,2017,12,0.1965,Sentinel-2
Tunceli,2018,1,0.1799,Sentinel-2
Tunceli,2018,2,0.0554,Sentinel-2
Tunceli,2018,3,0.1818,Sentinel-2
Tunceli,2018,4,0.3418,Sentinel-2
Tunceli,2018,5,0.4599,Sentinel-2
Tunceli,2018,6,0.4322,Sentinel-2
Tunceli,2018,7,0.3969,Sentinel-2
Tunceli,2018,8,0.3542,Sentinel-2
Tunceli,2018,9,0.3209,Sentinel-2
Tunceli,2018,10,0.3279,Sentinel-2
Tunceli,2018,11,0.2469,Sentinel-2
Tunceli,2018,12,,Sentinel-2
Tunceli,2019,1,-0.0116,Sentinel-2
Tunceli,2019,2,0.0211,Sentinel-2
Tunceli,2019,3,0.0651,Sentinel-2
Tunceli,2019,4,0.205,Sentinel-2
Tunceli,2019,5,0.4328,Sentinel-2
Tunceli,2019,6,0.4612,Sentinel-2
Tunceli,2019,7,0.4019,Sentinel-2
Tunceli,2019,8,0.3577,Sentinel-2
Tunceli,2019,9,0.3482,Sentinel-2
Tunceli,2019,10,0.3342,Sentinel-2
Tunceli,2019,11,0.3093,Sentinel-2
Tunceli,2019,12,0.1825,Sentinel-2
Tunceli,2020,1,0.0496,Sentinel-2
Tunceli,2020,2,0.0573,Sentinel-2
Tunceli,2020,3,0.0874,Sentinel-2
Tunceli,2020,4,0.2325,Sentinel-2
Tunceli,2020,5,0.4746,Sentinel-2
Tunceli,2020,6,0.5067,Sentinel-2
Tunceli,2020,7,0.4194,Sentinel-2
Tunceli,2020,8,0.377,Sentinel-2
Tunceli,2020,9,0.3512,Sentinel-2
Tunceli,2020,10,0.3562,Sentinel-2
Tunceli,2020,11,0.2852,Sentinel-2
Tunceli,2020,12,0.1755,Sentinel-2
Tunceli,2021,1,0.2173,Sentinel-2
Tunceli,2021,2,0.0925,Sentinel-2
Tunceli,2021,3,0.1687,Sentinel-2
Tunceli,2021,4,0.3336,Sentinel-2
Tunceli,2021,5,0.4491,Sentinel-2
Tunceli,2021,6,0.4162,Sentinel-2
Tunceli,2021,7,0.3549,Sentinel-2
Tunceli,2021,8,0.3465,Sentinel-2
Tunceli,2021,9,0.3383,Sentinel-2
Tunceli,2021,10,0.3353,Sentinel-2
Tunceli,2021,11,0.2193,Sentinel-2
Tunceli,2021,12,0.3193,Sentinel-2
Tunceli,2022,1,0.1078,Sentinel-2
Tunceli,2022,2,-0.0187,Sentinel-2
Tunceli,2022,3,,Sentinel-2
Tunceli,2022,4,0.2082,Sentinel-2
Tunceli,2022,5,0.4764,Sentinel-2
Tunceli,2022,6,0.4644,Sentinel-2
Tunceli,2022,7,0.4064,Sentinel-2
Tunceli,2022,8,0.3515,Sentinel-2
Tunceli,2022,9,0.3467,Sentinel-2
Tunceli,2022,10,0.3507,Sentinel-2
Tunceli,2022,11,0.2873,Sentinel-2
Tunceli,2022,12,,Sentinel-2
Tunceli,2023,1,0.1737,Sentinel-2
Tunceli,2023,2,-0.0054,Sentinel-2
Tunceli,2023,3,,Sentinel-2
Tunceli,2023,4,0.2495,Sentinel-2
Tunceli,2023,5,0.515,Sentinel-2
Tunceli,2023,6,0.5256,Sentinel-2
Tunceli,2023,7,0.4462,Sentinel-2
Tunceli,2023,8,0.3778,Sentinel-2
Tunceli,2023,9,0.3717,Sentinel-2
Tunceli,2023,10,0.3838,Sentinel-2
Tunceli,2023,11,0.3546,Sentinel-2
Tunceli,2023,12,0.2467,Sentinel-2
Tunceli,2024,1,,Sentinel-2
Tunceli,2024,2,0.0926,Sentinel-2
Tunceli,2024,3,0.1807,Sentinel-2
Tunceli,2024,4,0.2714,Sentinel-2
Tunceli,2024,5,0.4674,Sentinel-2
Tunceli,2024,6,0.4315,Sentinel-2
Tunceli,2024,7,0.3777,Sentinel-2
Tunceli,2024,8,0.3525,Sentinel-2
Tunceli,2024,9,0.3467,Sentinel-2
Tunceli,2024,10,0.3769,Sentinel-2
Tunceli,2024,11,0.2619,Sentinel-2
Tunceli,2024,12,,Sentinel-2
Van,2004,1,,Landsat7
Van,2004,2,,Landsat7
Van,2004,3,,Landsat7
Van,2004,4,,Landsat7
Van,2004,5,,Landsat7
Van,2004,6,0.1205,Landsat7
Van,2004,7,0.0829,Landsat7
Van,2004,8,0.075,Landsat7
Van,2004,9,,Landsat7
Van,2004,10,0.0536,Landsat7
Van,2004,11,0.0434,Landsat7
Van,2004,12,-0.0337,Landsat7
Van,2005,1,,Landsat7
Van,2005,2,-0.0305,Landsat7
Van,2005,3,,Landsat7
Van,2005,4,0.0611,Landsat7
Van,2005,5,0.1032,Landsat7
Van,2005,6,0.1136,Landsat7
Van,2005,7,0.0642,Landsat7
Van,2005,8,,Landsat7
Van,2005,9,0.0674,Landsat7
Van,2005,10,,Landsat7
Van,2005,11,0.0452,Landsat7
Van,2005,12,0.0226,Landsat7
Van,2006,1,-0.0269,Landsat7
Van,2006,2,,Landsat7
Van,2006,3,-0.0529,Landsat7
Van,2006,4,0.0299,Landsat7
Van,2006,5,0.1169,Landsat7
Van,2006,6,0.0978,Landsat7
Van,2006,7,0.0852,Landsat7
Van,2006,8,0.0761,Landsat7
Van,2006,9,0.0673,Landsat7
Van,2006,10,,Landsat7
Van,2006,11,,Landsat7
Van,2006,12,-0.0007,Landsat7
Van,2007,1,,Landsat7
Van,2007,2,-0.0513,Landsat7
Van,2007,3,0.0037,Landsat7
Van,2007,4,,Landsat7
Van,2007,5,0.1166,Landsat7
Van,2007,6,0.125,Landsat7
Van,2007,7,,Landsat7
Van,2007,8,0.0785,Landsat7
Van,2007,9,0.0678,Landsat7
Van,2007,10,,Landsat7
Van,2007,11,,Landsat7
Van,2007,12,-0.0261,Landsat7
Van,2008,1,-0.0207,Landsat7
Van,2008,2,-0.015,Landsat7
Van,2008,3,0.0023,Landsat7
Van,2008,4,0.0484,Landsat7
Van,2008,5,0.0985,Landsat7
Van,2008,6,,Landsat7
Van,2008,7,0.0782,Landsat7
Van,2008,8,0.073,Landsat7
Van,2008,9,0.0587,Landsat7
Van,2008,10,-0.0123,Landsat7
Van,2008,11,0.0536,Landsat7
Van,2008,12,0.0078,Landsat7
Van,2009,1,-0.0271,Landsat7
Van,2009,2,,Landsat7
Van,2009,3,,Landsat7
Van,2009,4,,Landsat7
Van,2009,5,0.0896,Landsat7
Van,2009,6,0.122,Landsat7
Van,2009,7,0.0812,Landsat7
Van,2009,8,-0.0118,Landsat7
Van,2009,9,0.0706,Landsat7
Van,2009,10,0.0656,Landsat7
Van,2009,11,,Landsat7
Van,2009,12,-0.0154,Landsat7
Van,2010,1,,Landsat7
Van,2010,2,,Landsat7
Van,2010,3,0.0197,Landsat7
Van,2010,4,-0.0843,Landsat7
Van,2010,5,0.1536,Landsat7
Van,2010,6,0.1094,Landsat7
Van,2010,7,0.0873,Landsat7
Van,2010,8,0.0735,Landsat7
Van,2010,9,,Landsat7
Van,2010,10,,Landsat7
Van,2010,11,,Landsat7
Van,2010,12,,Landsat7
Van,2011,1,-0.021,Landsat7
Van,2011,2,-0.0062,Landsat7
Van,2011,3,0.0144,Landsat7
Van,2011,4,,Landsat7
Van,2011,5,,Landsat7
Van,2011,6,0.1258,Landsat7
Van,2011,7,0.0663,Landsat7
Van,2011,8,-0.0074,Landsat7
Van,2011,9,0.0713,Landsat7
Van,2011,10,0.0633,Landsat7
Van,2011,11,-0.0758,Landsat7
Van,2011,12,0.0073,Landsat7
Van,2012,1,-0.0084,Landsat7
Van,2012,2,-0.0091,Landsat7
Van,2012,3,-0.1818,Landsat7
Van,2012,4,0.0625,Landsat7
Van,2012,5,0.0727,Landsat7
Van,2012,6,0.0684,Landsat7
Van,2012,7,0.0783,Landsat7
Van,2012,8,0.0754,Landsat7
Van,2012,9,0.0681,Landsat7
Van,2012,10,0.0599,Landsat7
Van,2012,11,0.0558,Landsat7
Van,2012,12,-0.0111,Landsat7
Van,2013,1,-0.0419,Landsat7
Van,2013,2,-0.0275,Landsat7
Van,2013,3,-0.072,Landsat7
Van,2013,4,0.084,Landsat7
Van,2013,5,-0.0085,Landsat7
Van,2013,6,0.1277,Landsat7
Van,2013,7,0.0958,Landsat7
Van,2013,8,0.0814,Landsat7
Van,2013,9,0.0561,Landsat7
Van,2013,10,-0.0217,Landsat7
Van,2013,11,0.0523,Landsat7
Van,2013,12,-0.0372,Landsat7
Van,2014,1,-0.0294,Landsat7
Van,2014,2,-0.0269,Landsat7
Van,2014,3,-0.0198,Landsat7
Van,2014,4,0.0403,Landsat7
Van,2014,5,0.1162,Landsat7
Van,2014,6,0.0819,Landsat7
Van,2014,7,0.0864,Landsat7
Van,2014,8,0.0748,Landsat7
Van,2014,9,0.0656,Landsat7
Van,2014,10,0.0534,Landsat7
Van,2014,11,0.0362,Landsat7
Van,2014,12,-0.0642,Landsat7
Van,2015,1,-0.0156,Landsat7
Van,2015,2,,Landsat7
Van,2015,3,-0.0054,Landsat7
Van,2015,4,0.0511,Landsat7
Van,2015,5,0.1177,Landsat7
Van,2015,6,0.1304,Landsat7
Van,2015,7,0.0933,Landsat7
Van,2015,8,0.0699,Landsat7
Van,2015,9,0.0757,Landsat7
Van,2015,10,-0.0084,Landsat7
Van,2015,11,0.0414,Landsat7
Van,2015,12,-0.0278,Landsat7
Van,2016,1,,Landsat7
Van,2016,2,-0.0508,Landsat7
Van,2016,3,-0.0111,Landsat7
Van,2016,4,0.0834,Landsat7
Van,2016,5,0.1343,Landsat7
Van,2016,6,0.1287,Landsat7
Van,2016,7,0.0892,Landsat7
Van,2016,8,0.0798,Landsat7
Van,2016,9,0.0734,Landsat7
Van,2016,10,-0.0145,Landsat7
Van,2016,11,0.0359,Landsat7
Van,2016,12,-0.0191,Landsat7
Van,2017,1,,Sentinel-2
Van,2017,2,-0.0675,Sentinel-2
Van,2017,3,-0.0757,Sentinel-2
Van,2017,4,0.116,Sentinel-2
Van,2017,5,0.2201,Sentinel-2
Van,2017,6,0.2275,Sentinel-2
Van,2017,7,0.1749,Sentinel-2
Van,2017,8,0.1415,Sentinel-2
Van,2017,9,0.0843,Sentinel-2
Van,2017,10,0.0599,Sentinel-2
Van,2017,11,0.0188,Sentinel-2
Van,2017,12,-0.0813,Sentinel-2
Van,2018,1,-0.093,Sentinel-2
Van,2018,2,-0.0558,Sentinel-2
Van,2018,3,0.071,Sentinel-2
Van,2018,4,0.1427,Sentinel-2
Van,2018,5,0.26,Sentinel-2
Van,2018,6,0.2524,Sentinel-2
Van,2018,7,0.1761,Sentinel-2
Van,2018,8,0.1235,Sentinel-2
Van,2018,9,0.0817,Sentinel-2
Van,2018,10,0.094,Sentinel-2
Van,2018,11,0.0234,Sentinel-2
Van,2018,12,0.087,Sentinel-2
Van,2019,1,-0.0613,Sentinel-2
Van,2019,2,-0.0496,Sentinel-2
Van,2019,3,-0.05,Sentinel-2
Van,2019,4,0.0731,Sentinel-2
Van,2019,5,0.2185,Sentinel-2
Van,2019,6,0.2022,Sentinel-2
Van,2019,7,0.1559,Sentinel-2
Van,2019,8,0.1209,Sentinel-2
Van,2019,9,0.077,Sentinel-2
Van,2019,10,0.0484,Sentinel-2
Van,2019,11,-0.0076,Sentinel-2
Van,2019,12,-0.0421,Sentinel-2
Van,2020,1,-0.0986,Sentinel-2
Van,2020,2,-0.1204,Sentinel-2
Van,2020,3,-0.0704,Sentinel-2
Van,2020,4,0.0838,Sentinel-2
Van,2020,5,0.22,Sentinel-2
Van,2020,6,0.2216,Sentinel-2
Van,2020,7,0.1432,Sentinel-2
Van,2020,8,0.1201,Sentinel-2
Van,2020,9,0.108,Sentinel-2
Van,2020,10,0.0674,Sentinel-2
Van,2020,11,0.0683,Sentinel-2
Van,2020,12,0.0062,Sentinel-2
Van,2021,1,-0.0673,Sentinel-2
Van,2021,2,-0.0969,Sentinel-2
